start,end,path
Brain,Telephone,"['Brain', 'Eye', 'Bird', 'Poultry', 'Chicken', 'Poultry', 'Egg_%28food%29', 'Animal', 'Human', 'Communication', 'Telephone']"
Theatre,Zebra,"['Theatre', 'France', 'Berber_languages', 'North_Africa', 'Africa', 'Carnivore', 'Bison', 'African_Buffalo', 'Chordate', 'Vertebrate', 'Animal', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Trojan_War', 'Danube', 'Middle_Ages', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Mexico', 'Agriculture', 'Soybean', 'Seed', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Temperate', 'Tropics', 'Earth', 'Organism', 'Forest', 'Tree', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Animal', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Animal', 'Chordate', 'Vertebrate', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Chemistry', 'World_War_II', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Water', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Human', 'World_War_II', 'Nazi_Germany', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Spring_Heeled_Jack', 'Nature', 'Plant', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Scientific_classification', 'Insect', 'Scientific_classification', 'Organism', 'Genetics', 'Bioinformatics', 'Computer_science', 'Computer_programming', 'Microsoft', 'Computer']"
Cat,Microsoft,"['Cat', 'Scientific_classification', 'Organism', 'Agriculture', 'Fertilizer', 'British_English', 'University', 'Library', 'Internet', 'Microsoft']"
Dog,Telephone,"['Dog', 'Postage_stamp', 'Wood', 'Cell_%28biology%29', 'Microscope', 'Telescope', 'Radio', 'Radio_frequency', 'Radio', 'Television', 'Telecommunication', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Helium', 'Neon', 'Gas', 'Dutch_language', 'Language', 'Markup_language', 'Tim_Berners-Lee', 'Internet', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Russia', 'Earth', 'Planet', 'Venus']"
Computer,Fruit,"['Computer', 'Toy', 'Apple', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Ethanol', 'Yeast', 'Australia', 'Emu', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Scotland', 'Ireland', 'Mammal', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Oxygen', 'Gas', 'Plasma_%28physics%29', 'Pluto']"
England,God,"['England', 'Christianity', 'Religion', 'God']"
Batman,Bible,"['Batman', 'Scotland', 'Roman_law', 'Roman_Catholic_Church', 'Bible']"
Art,Mango,"['Art', 'Oman', 'India', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Extinction', 'Government', 'Nationalism', 'Nazi_Germany', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Albert_Einstein', 'Paul_Dirac', 'Westminster_Abbey', 'Paul_Dirac', 'England', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Europe', 'Arctic_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Time', 'Light', 'Rainbow']"
Electricity,God,"['Electricity', 'Ancient_Greece', 'Athena', 'Zeus', 'Roman_mythology', 'Zeus', 'Jupiter_%28mythology%29', 'Roman_mythology', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Roman_mythology', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Jupiter_%28mythology%29', 'Zeus', 'Greek_mythology', 'Deity', 'God']"
Calculus,Lemon,"['Calculus', 'Biology', 'Plant', 'Flower', 'Fruit', 'Citrus', 'Lemon']"
