start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Internet', 'Optical_fiber', 'Engineering', 'Technology', 'Radio', 'Bluetooth', 'Radio', 'Television', 'Telecommunication', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Dance', 'Animal', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Trojan_War', 'Ancient_Greece', 'Greece', 'Sweden', 'Viking']"
Pyramid,Bean,"['Pyramid', '15th_century', 'India', 'Rice', 'Seed', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Coal', 'Carbon', 'Mineral', 'Silicon', 'Mineral', 'Crystal', 'Glass', 'Metal', 'Steel', 'Mineral', 'Talc', 'Craton', 'Igneous_rock', 'Mineral', 'Feldspar', 'Mineral', 'Silicon', 'Clay', 'Sweden', 'Tree', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Crime', 'Religion', 'Judaism', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Apple', 'Seed', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Human', 'World_War_II', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Chemistry', 'Organism', 'Food', 'Vitamin', 'Citrus', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Sound', 'Matter', 'Physics', 'Computer']"
Cat,Microsoft,"['Cat', 'Scientific_classification', 'Human', 'Technology', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Postage_stamp', 'Wood', 'Tree', 'Wood', 'Cell_%28biology%29', 'Microscope', 'Engineering', 'Technology', 'Electronics', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Helium', 'Telescope', 'Radio', 'Sony', 'Electronics', 'Computer', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Cancer', 'Sun', 'Planet', 'Venus']"
Computer,Fruit,"['Computer', 'Abacus', 'Africa', 'Bantu', 'Rainforest', 'Insect', 'Honey', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Salt', 'Color', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Scotland', 'Lion', 'Mammal', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Hydrogen', 'Star', 'Planet', 'Pluto']"
England,God,"['England', 'Francis_Bacon', 'God']"
Batman,Bible,"['Batman', 'Scotland', 'Religion', 'Bible']"
Art,Mango,"['Art', 'Oman', 'India', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Charles_Darwin', 'Germany', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Albert_Einstein', 'Linus_Pauling', 'Linux', 'Richard_Stallman', 'Folk_music', 'Guitar', 'Piano', 'Jazz', 'United_Kingdom', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Europe', 'Arctic_Ocean', 'Indian_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Time', 'Light', 'Rainbow']"
Electricity,God,"['Electricity', 'Ancient_Greece', 'Christianity', 'Jew', 'Christianity', 'Religion', 'God']"
Calculus,Lemon,"['Calculus', 'Biology', 'Botany', 'Fruit', 'Citrus', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'Rome', 'Philippines', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Soybean', 'Nitrogen', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Chemistry', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Virus', 'Medicine', 'Health', 'Nutrition', 'Vitamin', 'Vitamin_D']"
George_W._Bush,Monkey,
China,Moon,"['China', 'Volcano', 'Moon']"
