start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Internet', 'World_Wide_Web', 'Telephone']"
Theatre,Zebra,"['Theatre', 'France', 'Sub-Saharan_Africa', 'Southern_Africa', 'Africa', 'Cheetah', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Comet', 'Denmark', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Mexico', 'Agriculture', 'Soybean', 'Peanut', 'Seed', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Textile', 'Art', 'Sculpture', 'Pottery', 'Coal', 'Fossil_fuel', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Crime', 'Government', 'Nationalism', 'Germany', 'Nazism', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Andes', 'Craton', 'Igneous_rock', 'Mineral', 'Chemical_element', 'Periodic_table', 'Helium', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Animal', 'Human', 'Culture', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Earthquake', 'California', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Animal', 'Scientific_classification', 'Aristotle', 'Science', 'Technology', 'Computer']"
Cat,Microsoft,"['Cat', 'Scientific_classification', 'Organism', 'Biology', 'Science', 'Engineering', 'Technology', 'Computer', 'Microsoft_Windows', 'Windows_2000', 'Microsoft']"
Dog,Telephone,"['Dog', 'English_language', 'Internet', 'Optical_fiber', 'Engineering', 'Technology', 'Radio', 'Broadcasting', 'Radio', 'Television', 'Telecommunication', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Airship', 'United_States', 'North_America', 'Mexico', 'United_States', 'List_of_countries', 'Hong_Kong', 'The_Wall_Street_Journal', 'Mass_media', 'Internet', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Cancer', 'Sun', 'Planet', 'Venus']"
Computer,Fruit,"['Computer', 'Computer_and_video_games', 'Japan', 'Rice', 'Cereal', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Benzene', 'Color', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Earthquake', 'Africa', 'Praia', 'Cape_Verde', 'List_of_countries_by_system_of_government', 'Australia', 'Kangaroo', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Canada', 'Arctic', 'Antarctica', 'Planet', 'Pluto']"
England,God,"['England', 'Christianity', 'Religion', 'God']"
Batman,Bible,"['Batman', 'Crime', 'Religion', 'Bible']"
Art,Mango,"['Art', 'Australia', 'Tropics', 'South_Africa', 'Food', 'Peanut', 'Fruit', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Charles_Darwin', 'Germany', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Science', 'Philosophy', 'Literature', 'Music', 'Musical_instrument', 'Guitar', 'English_language', 'England', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Achilles', 'Black_Sea', 'Atlantic_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Renaissance', 'Italian_Renaissance', 'Renaissance', 'Italy', 'Renaissance', 'Italian_Renaissance', 'Renaissance', 'Art', 'Color', 'Light', 'Color', 'Rainbow']"
Electricity,God,"['Electricity', 'Electromagnetic_radiation', 'Human', 'God']"
Calculus,Lemon,"['Calculus', 'Latin', 'Portuguese_language', 'English_language', 'Cattle', 'Animal', 'Plant', 'Fruit', 'Citrus', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'England', 'Indonesian_language', 'Indonesia', 'List_of_countries_by_system_of_government', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Steel', 'Carbon', 'Chemical_element', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Superman', 'Sun', 'Sunlight', 'Sun', 'Vitamin_D']"
George_W._Bush,Monkey,
China,Moon,"['China', 'Sun_Yat-sen', 'China', 'Sun_Yat-sen', 'Republic_of_China', 'China', 'Sea', 'Mars', 'Moon']"
Africa,England,"['Africa', 'United_Kingdom', 'England']"
Batman,Peanut,"['Batman', 'Chemistry', 'Science', 'Manufacturing', 'Ethanol', 'Fruit', 'Pea', 'Bean', 'Pea', 'Bean', 'Pea', 'Bean', 'Pea', 'Bean', 'Pea', 'Bean', 'Pea', 'Bean', 'Pea', 'Bean', 'Pea', 'Plant', 'Soybean', 'Peanut']"
Batman,Coconut_crab,"['Batman', 'Scotland', 'Folklore', 'Culture', 'Nature', 'Animal', 'Organism', 'Arthropod', 'Crustacean', 'Animal', 'Organism', 'Arthropod', 'Coconut_crab']"
Computer,Russia,"['Computer', 'History_of_computing_hardware', 'Soviet_Union', 'Russia']"
Cat,Adolf_Hitler,"['Cat', 'Mammal', '20th_century', 'Nazism', 'Germany', 'Adolf_Hitler']"
Manchester,Water,"['Manchester', 'Canal', 'Ocean', 'Sea', 'Ocean', 'Sea', 'Sea_of_Galilee', 'Jordan', 'River', 'Amazon_River', 'Fresh_water', 'Water']"
Achilles_tendon,Ivory,"['Achilles_tendon', 'Latin', 'Portugal', 'India', 'Africa', 'Elephant', 'Mammal', 'Elephant', 'Ivory']"
Batman,Japan,"['Batman', 'Earthquake', 'Japan']"
Cat,University,"['Cat', 'Scientific_classification', 'Gregor_Mendel', 'The_Origin_of_Species', 'University_of_Cambridge', 'Cambridge', 'University_of_Cambridge', 'Cambridge', 'University_of_Cambridge', 'Cambridge', 'University_of_Cambridge', 'Cambridge', 'University_of_Cambridge', 'Cambridge', 'University_of_Cambridge', 'Cambridge', 'University_of_Cambridge', 'Cambridge', 'University_of_Cambridge', 'Cambridge', 'University_of_Cambridge', 'Pedagogy', 'Education', 'University']"
Jew,Telephone,"['Jew', 'French_language', 'Mass_media', 'Telephone']"
Batman,Albert_Einstein,"['Batman', 'Superman', 'Germany', 'Austria', 'Switzerland', 'Germany', 'Albert_Einstein']"
Jesus,Adolf_Hitler,"['Jesus', 'The_Holocaust', 'Germany', 'Adolf_Hitler']"
Computer_programming,Fresh_water,"['Computer_programming', 'Unix', 'Linux', 'Unix', 'Linux', 'Open_source', 'California', 'Lake_Tahoe', 'Fresh_water']"
Antlion,Hip_hop_music,"['Antlion', 'Scientific_classification', 'Human', 'Music', 'Hip_hop_music']"
Brothers_Grimm,Windows_Vista,
God,Apple,"['God', 'Brahman', 'English_language', 'England', 'British_Isles', 'Ireland', 'Folk_music', 'Music', 'Bluegrass_music', 'Musical_instrument', 'Piano', 'Musical_instrument', 'Music', 'Folk_music', 'Music', 'Musical_instrument', 'Music', 'Folk_music', 'England', 'English_language', 'Australia', 'Kangaroo', 'Milk', 'France', 'United_States', 'Education', 'Biology', 'Plant', 'Fruit', 'Apple']"
Jesus,God,"['Jesus', 'God']"
Cat,Dog,
California,Adolf_Hitler,"['California', 'Arnold_Schwarzenegger', 'Adolf_Hitler']"
AIDS,Jesus,"['AIDS', 'Europe', 'Christianity', 'Jesus']"
Bird_migration,Hubble_Space_Telescope,"['Bird_migration', 'Radar', 'Earth', 'Solar_System', 'Planet', 'Solar_System', 'Planet', 'Saturn', 'Telescope', 'Hubble_Space_Telescope']"
England,Train,"['England', 'London', 'London_Underground', 'Double-decker_bus', 'North_America', 'Florida', 'Amtrak', 'Train']"
Linux,Adolf_Hitler,"['Linux', 'Richard_Stallman', 'Winston_Churchill', 'Adolf_Hitler']"
God,Adolf_Hitler,"['God', 'Christianity', 'Europe', 'Austria', 'Nazism', 'Germany', 'Adolf_Hitler']"
Automobile,Windows_XP,
Canada,Pony,"['Canada', 'Canadian_English', 'English_language', 'England', 'Lion', 'Animal', 'Bird', 'Turkey_%28bird%29', 'Bird', 'Turkey_%28bird%29', 'Animal', 'Mammal', 'Horse', 'Pony']"
Apple,Banana,"['Apple', 'Fruit', 'Banana']"
Acceleration,Mozilla_Firefox,"['Acceleration', 'Light', 'Physics', 'Computer', 'Internet', 'World_Wide_Web', 'Mozilla_Firefox']"
Adolf_Hitler,Jesus,"['Adolf_Hitler', 'Roman_Catholic_Church', 'Jesus']"
Smog,Toy_Story,
Bamako,Sun,"['Bamako', 'Sub-Saharan_Africa', 'Earth', 'Sun']"
China,Afghanistan,"['China', 'Mongolia', 'China', 'Mongolia', 'List_of_countries_by_system_of_government', 'Afghanistan']"
Earth,Odysseus,"['Earth', 'Norse_mythology', 'Greek_mythology', 'Ancient_Greece', 'Greece', 'Ancient_Greece', 'Greece', 'Ancient_Greece', 'Homer', 'Odyssey', 'Odysseus']"
Famine,Arctic,"['Famine', 'Iceland', 'Arctic_Circle', 'Arctic']"
Electricity,Anne_Frank,"['Electricity', 'Benjamin_Franklin', 'Publishing', 'Book', 'Literature', 'Book', 'Literature', 'Book', 'Literature', 'Book', 'Literature', 'Book', 'Literature', 'Book', 'Literature', 'Book', '20th_century', 'Jew', 'Germany', 'Netherlands', 'Germany', 'Albert_Einstein', 'Adolf_Hitler', 'Germany', 'The_Holocaust', 'Jew', 'Germany', 'The_Holocaust', 'Israel', 'Netherlands', 'Literature', 'Writing', 'Library', 'The_Hague', 'Amsterdam', 'Netherlands', 'World_War_I', 'Nazism', 'The_Holocaust', 'World_War_I', 'Nazism', 'Jew', 'Netherlands', 'Anne_Frank']"
Apple,Fruit,"['Apple', 'Fruit']"
Colombia,Meat,"['Colombia', 'South_America', 'Potato', 'South_America', 'Paraguay', 'Argentina', 'Cattle', 'Mammal', 'Animal', 'Mammal', 'Pig', 'Meat']"
Batman,Bill_Clinton,"['Batman', 'Crime', 'United_States', 'List_of_countries', 'United_States', 'Canada', 'United_States', 'North_America', 'United_States', 'West_Virginia', 'Bill_Clinton']"
Computer,Baseball,"['Computer', 'Computer_and_video_games', 'United_States', 'Corporation', 'United_States', 'North_America', 'Latin_America', 'United_States', 'List_of_countries', 'Japan', 'Culture', 'United_States', 'Netherlands', 'United_States', 'North_America', 'Mexico', 'Baseball']"
Chemistry,Fidel_Castro,"['Chemistry', 'Sociology', 'Human', 'Spanish_language', 'Cuba', 'Cuba', 'Cuba', 'Fidel_Castro']"
Dog,Beer,"['Dog', 'Chocolate', 'Mexico', 'Wine', 'Beer']"
Computer,Whale,"['Computer', 'Computer_and_video_games', 'United_States', 'North_America', 'Oceania', 'Pacific_Ocean', 'Ocean', 'Whale']"
Bird,Thomas_Jefferson,
Citrus,Physics,"['Citrus', 'Scientific_classification', 'Evolution', 'Biology', 'Thermodynamics', 'Physics']"
God,Aztec,"['God', 'China', 'Maya_civilization', 'Aztec']"
