start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Internet', 'World_Wide_Web', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Brazil', 'Amazon_Rainforest', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Comet', 'Denmark', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Mexico', 'Agriculture', 'Cereal', 'Barley', 'Cereal', 'Potato', 'Dill', 'Seed', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Coal', 'Fossil_fuel', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Crime', 'Government', 'Despotism', 'Autocracy', 'Despotism', 'Autocracy', 'Military_dictatorship', 'Middle_East', 'Judaism', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Phosphorus', 'Day', 'Moon', 'Solar_System', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Human', 'World_War_II', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Spring_Heeled_Jack', 'Earth', 'Food', 'Cereal', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Mammal', 'Scientific_classification', 'Aristotle', 'Science', 'Computer_science', 'Computer_programming', 'Microsoft', 'Computer']"
Cat,Microsoft,"['Cat', 'Animal', 'Organism', 'Biology', 'Science', 'Technology', 'Industry', 'Company_%28law%29', 'Business', 'Corporation', 'United_States', 'U.S._state', 'United_States', 'List_of_countries', 'Hong_Kong', 'Currency', 'Country', 'United_States', 'Dominica', 'United_States', 'U.S._state', 'United_States', 'Moon', 'United_States', 'Education', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Mixed-breed_dog', 'Film', 'Television', 'Telecommunication', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Airship', 'United_States', 'War', 'Market', 'Information', 'Mass_media', 'Computer', 'Internet', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Mixed-breed_dog', 'Dominican_Republic', 'Caribbean_Sea', 'Venezuela', 'Brazil', 'Brazil', 'Brazil', 'Bras%C3%ADlia', 'Rio_de_Janeiro', 'Portugal', 'Spain', 'Italy', 'Capitalism', 'Mercantilism', 'Metal', 'Chemical_element', 'Lutetium', 'Chemical_element', 'List_of_elements_by_name', 'Mercury_%28element%29', 'Mercury_%28planet%29', 'Venus']"
