start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Speech_synthesis', 'Speech_synthesis', 'Electronics', 'Telephone', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Opera', 'Opera', 'Opera', 'Opera', 'Opera', 'Dance', 'Dance', 'Uganda', 'Kenya', 'Tanzania', 'Kenya', 'Democratic_Republic_of_the_Congo', 'Rwanda', 'Tanzania', 'Kenya', 'Democratic_Republic_of_the_Congo', 'Central_African_Republic', 'Somalia', 'Africa', 'Algeria', 'Angola', 'Benin', 'Botswana', 'Burkina_Faso', 'Burundi', 'Cameroon', 'Central_African_Republic', 'Chad', 'Comoros', 'Democratic_Republic_of_the_Congo', 'Republic_of_the_Congo', 'Djibouti', 'Egypt', 'Equatorial_Guinea', 'Eritrea', 'Ethiopia', 'Gabon', 'The_Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Kenya', 'Liberia', 'Libya', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Morocco', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Rwanda', 'Senegal', 'Seychelles', 'Sierra_Leone', 'Somalia', 'South_Africa', 'Sudan', 'Tanzania', 'Togo', 'Tunisia', 'Zambia', 'Africa', 'Algeria', 'Benin', 'Burkina_Faso', 'Cameroon', 'Chad', 'Comoros', 'Djibouti', 'Egypt', 'Gabon', 'The_Gambia', 'Guinea', 'Guinea-Bissau', 'Libya', 'Mali', 'Mauritania', 'Morocco', 'Mozambique', 'Niger', 'Nigeria', 'Senegal', 'Sierra_Leone', 'Somalia', 'Sudan', 'Togo', 'Tunisia', 'Central_African_Republic', 'Botswana', 'Cameroon', 'Gabon', 'The_Gambia', 'Ghana', 'Kenya', 'Malawi', 'Mauritius', 'Mozambique', 'Namibia', 'Nigeria', 'Rwanda', 'Seychelles', 'Sierra_Leone', 'South_Africa', 'Tanzania', 'Togo', 'Zambia', 'The_Gambia', 'The_Gambia', 'The_Gambia', 'Senegal', 'Senegal', 'Senegal', 'Senegal', 'Senegal', 'Senegal', 'Senegal', 'Mauritania', 'Mali', 'Guinea', 'Guinea-Bissau', 'Cape_Verde', 'Mali', 'Mauritania', 'Sierra_Leone', 'Mauritania', 'Mali', 'Guinea', 'Guinea-Bissau', 'Cape_Verde', 'Mali', 'Mauritania', 'Guinea-Bissau', 'Mali', 'Mauritania', 'Africa', 'Angola', 'Benin', 'Burundi', 'Cape_Verde', 'Chad', 'Comoros', 'Democratic_Republic_of_the_Congo', 'Republic_of_the_Congo', 'Djibouti', 'Egypt', 'Equatorial_Guinea', 'Gabon', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Lesotho', 'Liberia', 'Libya', 'Madagascar', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Morocco', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Rwanda', 'Seychelles', 'Sierra_Leone', 'Somalia', 'Sudan', 'Tanzania', 'Togo', 'Tunisia', 'Uganda', 'Zambia', 'Zimbabwe', 'Africa', 'Mayotte', 'Argentina', 'Egypt', 'India', 'Malaysia', 'Mexico', 'Nigeria', 'Venezuela', 'Zimbabwe', 'Albania', 'Benin', 'Chad', 'Comoros', 'Djibouti', 'Egypt', 'Gabon', 'Guinea', 'Guinea-Bissau', 'Guyana', 'Kazakhstan', 'Kyrgyzstan', 'Lebanon', 'Libya', 'Malaysia', 'Mali', 'Mauritania', 'Morocco', 'Mozambique', 'Niger', 'Nigeria', 'Pakistan', 'Qatar', 'Sierra_Leone', 'Somalia', 'Sudan', 'Suriname', 'Tajikistan', 'Togo', 'Tunisia', 'Turkey', 'Turkmenistan', 'Uganda', 'Uzbekistan', 'Yemen', 'Syria', 'Bosnia_and_Herzegovina', 'Russia', 'Thailand', 'Albania', 'Andorra', 'Armenia', 'Belgium', 'Benin', 'Burundi', 'Canada', 'Cape_Verde', 'Chad', 'Comoros', 'Democratic_Republic_of_the_Congo', 'Republic_of_the_Congo', 'Djibouti', 'Dominica', 'Egypt', 'Equatorial_Guinea', 'France', 'Gabon', 'Greece', 'Guinea', 'Guinea-Bissau', 'Haiti', 'Laos', 'Lebanon', 'Luxembourg', 'Madagascar', 'Mali', 'Mauritania', 'Mauritius', 'Moldova', 'Monaco', 'Morocco', 'Niger', 'Qatar', 'Romania', 'Rwanda', 'Seychelles', 'Switzerland', 'Togo', 'Tunisia', 'Vanuatu', 'Vietnam', 'Ghana', 'Serbia', 'Argentina', 'Austria', 'Bosnia_and_Herzegovina', 'Croatia', 'Czech_Republic', 'Hungary', 'Kosovo', 'Lithuania', 'Mexico', 'Montenegro', 'Mozambique', 'Poland', 'Slovakia', 'Slovenia', 'South_Korea', 'Ukraine', 'Uruguay', 'Thailand', 'Angola', 'Cape_Verde', 'Equatorial_Guinea', 'Guinea-Bissau', 'Mozambique', 'Portugal', 'Andorra', 'Argentina', 'Canada', 'Czech_Republic', 'France', 'Greece', 'Hungary', 'India', 'Italy', 'Japan', 'Luxembourg', 'Mauritius', 'Namibia', 'Peru', 'Qatar', 'Romania', 'Slovakia', 'Spain', 'Serbia', 'Turkey', 'Uruguay', 'Costa_Rica', 'Pakistan', 'Sierra_Leone', 'Tanzania', 'France', 'Costa_Rica', 'Costa_Rica', 'Tanzania', 'Pakistan', 'Costa_Rica', 'Sierra_Leone', 'Japan', 'Pakistan', 'Japan', 'India', 'Japan', 'India', 'Mexico', 'Germany', 'Japan', 'Japan', 'India', 'France', 'India', 'Japan', 'Ghana', 'India', 'United_Kingdom', 'Pakistan', 'China', 'Nepal', 'Bhutan', 'Bangladesh', 'Myanmar', 'Sri_Lanka', 'Maldives', 'Indonesia', 'Pakistan', 'Myanmar', 'Indonesia', 'Europe', 'Africa', 'Sri_Lanka', 'Russia', 'China', 'Afghanistan', 'European_Union', 'Afghanistan', 'Bangladesh', 'Bhutan', 'Maldives', 'Nepal', 'Pakistan', 'Sri_Lanka', 'Australia', 'Bangladesh', 'Canada', 'Maldives', 'Mauritius', 'Pakistan', 'South_Africa', 'Sri_Lanka', 'United_Kingdom', 'Australia', 'Turks_and_Caicos_Islands', 'Afghanistan', 'Bangladesh', 'Bhutan', 'Maldives', 'Nepal', 'Pakistan', 'Sri_Lanka', 'Australia', 'China', 'European_Union', 'Iran', 'Japan', 'Mauritius', 'Myanmar', 'South_Korea', 'United_States', 'South_Africa', 'Russia', 'Canada', 'France', 'Germany', 'Italy', 'Japan', 'Russia', 'United_Kingdom', 'United_States', 'European_Union', 'Brazil', 'China', 'Mexico', 'South_Africa', 'African_Union', 'Argentina', 'Australia', 'Brazil', 'Canada', 'China', 'European_Union', 'France', 'Germany', 'Indonesia', 'Italy', 'Japan', 'Mexico', 'Russia', 'South_Africa', 'South_Korea', 'United_Kingdom', 'United_States', 'Brazil', 'Russia', 'China', 'South_Africa', 'Iran', 'Brazil', 'Russia', 'China', 'South_Africa', 'Iran', 'Australia', 'China', 'Indonesia', 'Japan', 'Myanmar', 'Russia', 'South_Korea', 'United_States', 'China', 'Iran', 'Pakistan', 'Russia', 'Maldives', 'Myanmar', 'Nepal', 'Sri_Lanka', 'Bangladesh', 'Afghanistan', 'Bangladesh', 'Bhutan', 'China', 'Indonesia', 'Iran', 'Japan', 'South_Korea', 'Maldives', 'Myanmar', 'Nepal', 'Pakistan', 'Russia', 'Sri_Lanka', 'Maldives', 'India', 'Thailand', 'Japan', 'Afghanistan', 'Bangladesh', 'Brunei', 'Cyprus', 'India', 'Indonesia', 'Iran', 'Japan', 'Kazakhstan', 'Malaysia', 'Maldives', 'Mongolia', 'Nepal', 'Pakistan', 'Philippines', 'Qatar', 'Russia', 'Singapore', 'Syria', 'Tajikistan', 'Thailand', 'Turkey', 'Turkmenistan', 'Uzbekistan', 'Vietnam', 'Yemen', 'Taiwan', 'Afghanistan', 'Bangladesh', 'India', 'Maldives', 'Nepal', 'Pakistan', 'Kenya', 'Mauritius', 'Mozambique', 'Sudan', 'Bangladesh', 'India', 'Indonesia', 'Iran', 'Malaysia', 'Maldives', 'Pakistan', 'Qatar', 'Singapore', 'Thailand', 'Yemen', 'Australia', 'Afghanistan', 'Bangladesh', 'India', 'Maldives', 'Nepal', 'Pakistan', 'Australia', 'Iran', 'Japan', 'Mauritius', 'Russia', 'Australia', 'Bangladesh', 'Barbados', 'Belize', 'Botswana', 'Brunei', 'Cameroon', 'Canada', 'Cyprus', 'Dominica', 'Fiji', 'Gabon', 'Ghana', 'Grenada', 'Guyana', 'India', 'Jamaica', 'Kenya', 'Kiribati', 'Lesotho', 'Malawi', 'Malaysia', 'Maldives', 'Malta', 'Mauritius', 'Mozambique', 'Namibia', 'Nauru', 'Nigeria', 'Pakistan', 'Rwanda', 'Samoa', 'Singapore', 'Uganda', 'Vanuatu', 'Zambia', 'Australia', 'India', 'Iran', 'Kazakhstan', 'Pakistan', 'Russia', 'Tajikistan', 'Uzbekistan', 'Mongolia', 'Maldives', 'Nepal', 'Qatar', 'Turkey', 'Turkmenistan', 'Bangladesh', 'Syria', 'India', 'Indonesia', 'Iran', 'Jamaica', 'Kenya', 'Malaysia', 'Nigeria', 'Senegal', 'Zimbabwe', 'Zambezi', 'Zambezi', 'Zambezi', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Venus', 'Venus', 'Venus', 'Astronomy', 'Astrology', 'Asteroid', 'Comet', 'Maya_civilization', 'Quito', 'Ecuador', 'Astrology', 'Archaeoastronomy', 'Maya_civilization', 'Ptolemy', 'Solar_System', 'Sun', 'Moon', 'Moon', 'Sun', 'Planet', 'Ptolemy', 'Timbuktu', 'Meteor_shower', 'Sub-Saharan_Africa', 'Roman_Catholic_Church', 'Moon', 'Renaissance', 'Nicolaus_Copernicus', 'Galileo_Galilei', 'Johannes_Kepler', 'Uranus', 'Big_Bang', 'Ultraviolet', 'Earth%27s_atmosphere', 'Sun', 'Hubble_Space_Telescope', 'Sun', 'Solar_System', 'Extraterrestrial_life', 'Big_Bang', 'Solar_System', 'Ultraviolet', 'Slovakia', 'Sun', 'Sun', 'Middle_Ages', 'Earth%27s_atmosphere', 'Mars', 'Tornado', 'Planet', 'Comet', 'Asteroid', 'Solar_System', 'Kuiper_belt', 'Scattered_disc', 'Venus', 'Mars', 'Gas_giant', 'Jupiter', 'Saturn', 'Uranus', 'Neptune', 'Uranium', 'Thorium', 'Archaeoastronomy', 'Archaeology', 'Anthropology', 'Meteor_shower', 'Lithium', 'Big_Bang', 'Solar_System', 'Extraterrestrial_life', 'Fermi_paradox', 'Space_exploration', 'European_Space_Agency', 'Astrophysics_Data_System', 'Solar_System', 'Sun', 'Optical_telescope', 'Hubble_Space_Telescope', 'Archaeoastronomy', 'Binoculars', 'Telescope', 'Sun', 'Solar_System', 'Sun', 'Venus', 'Earth', 'Mars', 'Jupiter', 'Saturn', 'Uranus', 'Neptune', 'Pluto', 'Planet', 'Venus', 'Earth', 'Mars', 'Gas_giant', 'Jupiter', 'Saturn', 'Uranus', 'Neptune', 'Pluto', 'Moon', 'Comet', 'Asteroid', '4_Vesta', 'Kuiper_belt', 'Scattered_disc', 'Space_exploration', 'Space_station', 'Exploration_of_Mars', 'Kuiper_belt', 'Planet', 'Scattered_disc', 'Solar_System', 'Earth', 'Earth', 'Earth', 'Earth', 'Earth', 'Earth', 'Earth', 'Norse_mythology', 'Alliterative_verse', 'Alliterative_verse', 'Alliterative_verse', 'Denmark', 'Europe', 'Euro', 'Europe', 'Europe', 'Europe', 'NATO', 'NATO', 'NATO', 'NATO', 'NATO', 'Denmark', 'Denmark', 'Denmark', 'Europe', 'Euro', 'Europe', 'Europe', 'Europe', 'Euro', 'Euro', 'Euro', 'Euro', 'Denmark', 'Denmark', 'Denmark', 'Denmark', 'Europe', 'Euro', 'Europe', 'Europe', 'Europe', 'Euro', 'Euro', 'Euro', 'Euro', 'Denmark', 'Denmark', 'Denmark', 'Denmark', 'Serbia', 'Serbia', 'Norway', 'Norway', 'Norway', 'Iceland', 'Iceland', 'Iceland', 'Iceland', 'Iceland', 'Iceland', 'Norway', 'Norway', 'Norway', 'Norway', 'Norway', 'Norway', 'Norse_mythology', 'Thor', 'Odin', 'Iceland', 'Odin', 'Thor', 'Thor', 'Odin', 'Denmark', 'Odin', 'Thor', 'Longship', 'Greenland', 'Norse_mythology', 'Iceland', 'Denmark', 'Europe', 'Euro', 'Europe', 'Europe', 'Europe', 'Euro', 'Euro', 'Euro', 'Euro', 'Denmark', 'Denmark', 'Denmark', 'Denmark', 'Europe', 'Euro', 'Europe', 'Europe', 'Europe', 'Continent', 'Continent', 'Earth', 'Earth', 'Continent', 'Continent', 'Europe', 'Europe', 'Europe', 'Europe', 'Europe', 'Europe', 'Europe', 'Europe', 'NATO', 'European_Union', 'Euro', 'NATO', 'European_Union', 'Euro', 'European_Union', 'European_Union', 'Euro', 'European_Union', 'European_Union', 'Euro', 'European_Union', 'NATO', 'NATO', 'European_Union', 'European_Union', 'NATO', 'Norway', 'Norway', 'Norway', 'Iceland', 'Iceland', 'Iceland', 'Iceland', 'Iceland', 'Iceland', 'Norway', 'Norway', 'Norway', 'Norway', 'Norway', 'Norway', 'Europe', 'Europe', 'Europe', 'Continent', 'Continent', 'Continent', 'Continent', 'Ireland', 'Great_Britain', 'Iceland', 'Ireland', 'Great_Britain', 'Norway', 'Norse_mythology', 'Jomsvikings', 'Sweden', 'Denmark', 'Sweden', 'Norway', 'Iceland', 'Faroe_Islands', 'Faroe_Islands', 'Greenland', 'Faroe_Islands', 'Greenland', 'Iceland', 'Iceland', 'Iceland', 'Faroe_Islands', 'Iceland', 'Faroe_Islands', 'Greenland', 'Iceland', 'Faroe_Islands', 'Greenland', 'Denmark', 'Denmark', 'Denmark', 'Denmark', 'Sweden', 'Norway', 'Germany', 'France', 'Norway', 'Norway', 'Sweden', 'Iceland', 'Iceland', 'Germany', 'San_Marino', 'Sweden', 'Norway', 'Czech_Republic', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Iceland', 'Republic_of_Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Norway', 'Poland', 'Portugal', 'Romania', 'Russia', 'San_Marino', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'Turkey', 'Ukraine', 'United_Kingdom', 'Vatican_City', 'Finland', 'Iceland', 'Norway', 'Sweden', 'Estonia', 'Finland', 'Germany', 'Latvia', 'Lithuania', 'Poland', 'Russia', 'Sweden', 'Finland', 'Iceland', 'Norway', 'Sweden', 'Estonia', 'Latvia', 'Lithuania', 'Czech_Republic', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Republic_of_Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Iceland', 'Norway', 'Czech_Republic', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Republic_of_Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Czech_Republic', 'Estonia', 'Finland', 'France', 'Germany', 'Hungary', 'Iceland', 'Republic_of_Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Norway', 'Poland', 'Portugal', 'Romania', 'San_Marino', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'Turkey', 'Ukraine', 'United_Kingdom', 'Ireland', 'Republic_of_Ireland', 'Australia', 'New_Zealand', 'Gibraltar', 'Jersey', 'Guernsey', 'Isle_of_Man', 'Isle_of_Man', 'Republic_of_Ireland', 'Gibraltar', 'Isle_of_Man', 'Jersey', 'Republic_of_Ireland', 'Guernsey', 'Jersey', 'Isle_of_Man', 'Gibraltar', 'Republic_of_Ireland', 'Jersey', 'Isle_of_Man', 'Ireland', 'Isle_of_Man', 'Republic_of_Ireland', 'Malta', 'Gibraltar', 'Guernsey', 'Jersey', 'Isle_of_Man', 'Australia', 'Guernsey', 'Republic_of_Ireland', 'Isle_of_Man', 'Jersey', 'Australia', 'New_Zealand', 'Gibraltar', 'Malta', 'American_Samoa', 'Cook_Islands', 'Niue', 'Samoa', 'Australia', 'Malta', 'New_Zealand', 'Samoa', 'Cook_Islands', 'Niue', 'Australia', 'Gibraltar', 'Isle_of_Man', 'Jersey', 'England', 'Scotland', 'England', 'Scotland', 'Norway', 'England', 'Scotland', 'England', 'Ireland', 'Wales', 'England', 'England', 'Wales', 'Ireland', 'Wales', 'Scotland', 'Scotland', 'Scotland', 'Scotland', 'England', 'Ireland', 'Wales', 'England', 'England', 'Wales', 'Jersey', 'Ireland', 'Jersey', 'Wales', 'Jersey', 'Norway', 'Norse_mythology', 'Jomsvikings', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Pottery', 'Pottery', 'South_America', 'Guyana', 'Guyana', 'Guyana', 'Guyana', 'Guyana', 'Guyana', 'Guyana', 'Guyana', 'Guyana', 'Brazil', 'Brazil', 'Brazil', 'Brazil', 'Brazil', 'Portuguese_language', 'Portuguese_language', 'Portuguese_language', 'Portuguese_language', 'Portuguese_language', 'Portuguese_language', 'Portuguese_language', 'Portugal', 'Portugal', 'Portugal', 'Portugal', 'Portugal', 'Cod', 'Food', 'Organism', 'Organism', 'Plant', 'Vegetable', 'Vegetable', 'Bean', 'Bean']"
Batman,Wood,"['Batman', 'Popular_culture', 'Culture', 'Culture', 'Agriculture', 'Agriculture', 'Forest', 'Tree', 'Wood', 'Tree', 'Tree', 'Wood', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Chordate', 'Chordate', 'Chordate', 'Fish', 'Fish', 'Fish', 'Fish', 'Fish', 'Shark', 'Shark', 'Shark', 'Great_white_shark', 'Great_white_shark', 'Great_white_shark', 'Great_white_shark', 'Great_white_shark', 'Great_white_shark', 'Great_white_shark', 'Great_white_shark', 'Great_white_shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Popular_culture', 'World_War_II', 'World_War_I', 'World_War_II', 'World_War_I', 'World_War_II', 'The_Holocaust', 'The_Holocaust', 'The_Holocaust', 'The_Holocaust', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Cider', 'Cider', 'Beer', 'Cereal', 'Barley', 'Maize', 'Rice', 'Oat', 'Sugar', 'Ethanol', 'Tea', 'Barley', 'Cider', 'Barley', 'Ethanol', 'Barley', 'Maize', 'Ethanol', 'Ethanol', 'Cider', 'Yeast', 'Yeast', 'Beer', 'Ethanol', 'Cider', 'Ethanol', 'Ethanol', 'Ethanol', 'Cider', 'Beer', 'Cereal', 'Fertile_Crescent', 'Fertile_Crescent', 'Fertile_Crescent', 'Mesopotamia', 'Mesopotamia', 'Mesopotamia', 'Mesopotamia', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'World_War_II', 'Nazi_Germany', 'Nazi_Germany', 'Nazi_Germany', 'Nazi_Germany', 'Nazi_Germany', 'Nazi_Germany', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Popular_culture', 'Culture', 'Culture', 'Food', 'Organism', 'Organism', 'Plant', 'Plant', 'Plant', 'Fruit', 'Fruit', 'Fruit', 'Banana', 'Banana']"
