start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Society', 'Technology', 'Electronics', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Stage_%28theatre%29', 'Italy', 'Renaissance', 'Art', 'Abstract_art', 'Fine_art', 'Visual_arts', 'Sculpture', 'Australia', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Comet', 'Denmark', 'Norway', 'Sweden', 'Denmark', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Egypt', 'Agriculture', 'Pea', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Coal', 'Mineral', 'Carbon', 'Plant', 'Tree', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Crime', 'Society', 'History', 'Society', 'History', 'Society', 'History', 'Human', 'World_War_II', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Phosphorus', 'Color', 'Sunlight', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Human', 'World_War_II', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Crime', 'Culture', 'Agriculture', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Animal', 'Scientific_classification', 'Aristotle', 'Science', 'Technology', 'Computer']"
Cat,Microsoft,"['Cat', 'Animal', 'Scientific_classification', 'Apple', 'United_States', 'North_America', 'United_States', 'North_America', 'United_States', 'Education', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Postage_stamp', 'United_States', 'Country', 'English_language', 'Internet', 'World_Wide_Web', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Boeing_747', 'United_States', 'U.S._state', 'United_States', 'List_of_countries', 'Hong_Kong', 'United_States', 'North_America', 'California', 'Computer', 'Internet', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Animal', 'Sunlight', 'Earth', 'Planet', 'Venus']"
Computer,Fruit,"['Computer', 'Computer_and_video_games', 'Australia', 'Kangaroo', 'Animal', 'Plant', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Benzene', 'Color', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Scotland', 'British_Isles', 'Ice_age', 'North_America', 'South_America', 'South_Georgia_and_the_South_Sandwich_Islands', 'Krill', 'Penguin']"
Automobile,Pluto,"['Automobile', 'United_States', 'United_States_Congress', 'U.S._state', 'United_States', 'West_Virginia', 'U.S._state', 'California', 'Computer', 'World_Wide_Web', 'Earth', 'Planet', 'Pluto']"
England,God,"['England', 'Christianity', 'Jesus', 'God']"
Batman,Bible,"['Batman', 'Crime', 'Religion', 'Bible']"
Art,Mango,"['Art', 'Australia', 'Tropics', 'South_Africa', 'Plant', 'Arecaceae', 'Fruit', 'Food', 'Cereal', 'Fruit', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Australia', 'Germany', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Europe', 'England', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Europe', 'Atlantic_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Renaissance', 'Art', 'Abstract_art', 'Calligraphy', 'Book_of_Kells', 'Australia', 'Rainforest', 'Amazon_Rainforest', 'Amazon_Basin', 'South_America', 'Amazon_Rainforest', 'River', 'Rain', 'Rain', 'Rain', 'Rain', 'Rain', 'Cloud', 'Color', 'Rainbow']"
Electricity,God,"['Electricity', 'Ancient_Greece', 'Christianity', 'Jesus', 'God']"
Calculus,Lemon,"['Calculus', 'Biology', 'Plant', 'Fruit', 'Citrus', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'England', 'British_Empire', 'Malaysia', 'Philippines', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Brazil', 'Amazon_River', 'Carbon_dioxide', 'Oxygen', 'Chemical_element', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Superman', 'Sun', 'Vitamin_D']"
George_W._Bush,Monkey,
China,Moon,"['China', 'Tiananmen_Square_protests_of_1989', 'Republic_of_China', 'China', 'Sun_Yat-sen', 'China', 'Tiananmen_Square_protests_of_1989', 'Republic_of_China', 'Science', 'Universe', 'Galaxy', 'Solar_System', 'Moon']"
Africa,England,"['Africa', 'United_Kingdom', 'England']"
Batman,Peanut,
Batman,Coconut_crab,
Computer,Russia,"['Computer', 'Linux', 'Unix', 'Internet', 'Vienna', 'Ukraine', 'Russia']"
Cat,Adolf_Hitler,"['Cat', 'Animal', 'Human', 'World_War_II', 'Germany', 'Adolf_Hitler']"
Manchester,Water,"['Manchester', 'Canal', 'Ocean', 'Sea', 'Ocean', 'Sea', 'Ocean', 'Arctic_Ocean', 'Ocean', 'Sea', 'Sea_of_Galilee', 'Sea', 'Sea_of_Galilee', 'Sea', 'Ocean', 'Sea', 'Ocean', 'Sea', 'Dead_Sea', 'Water']"
Achilles_tendon,Ivory,"['Achilles_tendon', 'Latin', 'Portuguese_language', 'Africa', 'Elephant', 'Ivory']"
Batman,Japan,"['Batman', 'Earthquake', 'Japan']"
Cat,University,"['Cat', 'Animal', 'Scientific_classification', 'Human', 'Organization', 'University']"
Jew,Telephone,"['Jew', 'Germany', 'Internet', 'Optical_fiber', 'Engineering', 'Technology', 'Radio', 'Bluetooth', 'Computer', 'Telephone']"
Batman,Albert_Einstein,"['Batman', 'Superman', 'Germany', 'Albert_Einstein']"
Jesus,Adolf_Hitler,"['Jesus', 'Europe', 'Austria', 'Germany', 'Adolf_Hitler']"
Computer_programming,Fresh_water,"['Computer_programming', 'Blaise_Pascal', 'France', 'River', 'Fresh_water']"
Antlion,Hip_hop_music,"['Antlion', 'Scientific_classification', 'Human', 'Music', 'Hip_hop_music']"
Brothers_Grimm,Windows_Vista,"['Brothers_Grimm', 'Germany', 'Internet', 'Microsoft', 'Microsoft_Windows', 'Windows_Vista']"
God,Apple,"['God', 'Nature', 'Plant', 'Fruit', 'Apple']"
Jesus,God,"['Jesus', 'God']"
Cat,Dog,"['Cat', 'Dog']"
California,Adolf_Hitler,"['California', 'Arnold_Schwarzenegger', 'Nazism', 'Germany', 'Adolf_Hitler']"
AIDS,Jesus,"['AIDS', 'Europe', 'Christianity', 'Jesus']"
Bird_migration,Hubble_Space_Telescope,"['Bird_migration', 'El_Ni%C3%B1o-Southern_Oscillation', 'English_language', 'University', 'Astronomy', 'Telescope', 'Hubble_Space_Telescope']"
England,Train,
Linux,Adolf_Hitler,"['Linux', 'Microsoft_Windows', 'Macintosh', 'Bill_Gates', 'Leonardo_da_Vinci', 'Rome', 'Benito_Mussolini', 'Adolf_Hitler']"
