start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Internet', 'Optical_fiber', 'Engineering', 'Computer', 'History_of_computing_hardware', 'Computer', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Brazil', 'Africa', 'Giraffe', 'Animal', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Comet', 'Denmark', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Great_Pyramid_of_Giza', 'Agriculture', 'Soybean', 'Peanut', 'Seed', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Coal', 'Coal', 'Carbon', 'Mineral', 'Carbon', 'Coal', 'Mineral', 'Carbon', 'Steel', 'Damascus_steel', 'Carbon', 'Mineral', 'Carbon', 'Plant', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Mammal', 'Whale', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Crime', 'Society', 'History', 'Human', 'World_War_II', 'Adolf_Hitler', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Sorghum', 'Beer', 'Selenium', 'Day', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Mammal', '20th_century', 'Nazism', 'Germany', 'Nazism', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Chemistry', 'Biology', 'Plant', 'Arecaceae', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Animal', 'Carolus_Linnaeus', 'Biology', 'Microscope', 'Engineering', 'Computer']"
Cat,Microsoft,"['Cat', 'Animal', 'Scientific_classification', 'Organism', 'Biology', 'Science', 'Engineering', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Postage_stamp', 'United_States', 'North_America', 'United_States', 'U.S._state', 'United_States', 'U.S._state', 'United_States', 'West_Virginia', 'Amtrak', 'Train', 'Rail_transport', 'Transport', 'Education', 'Technology', 'Electronics', 'Radio', 'Television', 'John_Logie_Baird', 'Television', 'Telecommunication', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Airbus_A380', 'United_States_dollar', 'United_States', 'Bah%C3%A1%27%C3%AD_Faith', 'United_States', 'Corporation', 'United_States', 'Country', 'English_language', 'Internet', 'Microsoft', 'Corporation', 'United_States', 'List_of_countries', 'United_States', 'Martinique', 'Euro', 'Europe', 'England', 'Finance', 'Corporate_finance', 'Corporation', 'United_States', 'War', 'Petroleum', 'Industry', 'Computer', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Animal', 'Scientific_classification', 'Vertebrate', 'Chordate', 'Scientific_classification', 'Plant', 'Light', 'Heliocentrism', 'Planet', 'Venus']"
