start,end,path
Brain,Telephone,"['Brain', 'Mathematics', 'Language', 'Communication', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Brazil', 'Brazil', 'Brazil', 'Brazil', 'Africa', 'Giraffe', 'Africa', 'Giraffe', 'Animal', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Trojan_War', 'Ancient_Greece', 'Europe', 'Norway', 'Denmark', 'Norway', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Mexico', 'Agriculture', 'Soybean', 'Seed', 'Pea', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Coal', 'Carbon', 'Coal', 'Natural_gas', 'Coal', 'Mineral', 'Carbon', 'Plant', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Crime', 'Society', 'History', 'Society', 'Culture', 'Germany', 'Jew', 'Germany', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Yeast', 'Oxygen', 'Color', 'Sunlight', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Human', 'World_War_II', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Superman', 'Solar_System', 'Carbon', 'Fruit', 'Mango', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Animal', 'Scientific_classification', 'Organism', 'Life', 'Cell_%28biology%29', 'Microscope', 'Engineering', 'Computer']"
Cat,Microsoft,"['Cat', 'Scientific_classification', 'Apple', 'United_States', 'California', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Postage_stamp', 'China', 'Clock', 'Computer', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Airbus_A380', 'United_States_dollar', 'United_States', 'United_States_Constitution', 'United_States', 'Brazil', 'Brazil', 'United_Kingdom', 'Computer', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Scientific_classification', 'Plant', 'Arecaceae', 'Scientific_classification', 'Plant', 'Sunlight', 'Earth', 'Planet', 'Venus']"
Computer,Fruit,"['Computer', 'Computer_programming', 'BASIC', 'Computer', 'Computer_and_video_games', 'Australia', 'Australian_English', 'Australia', 'Kangaroo', 'Great_Barrier_Reef', 'Biodiversity', 'Food', 'Cereal', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Aluminium', 'Earth%27s_atmosphere', 'Earth', 'Animal', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Scotland', 'Folklore', 'Culture', 'Nature', 'Mammal', 'Animal', 'Magellanic_Penguin', 'Penguin']"
Automobile,Pluto,"['Automobile', 'United_States', 'North_America', 'Mestizo', 'China', 'Great_Wall_of_China', 'Moon', 'Solar_System', 'Pluto']"
England,God,"['England', 'Christianity', 'Jesus', 'God']"
Batman,Bible,"['Batman', 'Chemistry', 'Biology', 'Creation-evolution_controversy', 'Bible']"
Art,Mango,"['Art', 'Middle_Ages', 'Sub-Saharan_Africa', 'Ocean', 'Plant', 'Sundew', 'Venezuela', 'South_America', 'Anaconda', 'Bird', 'Plant', 'Fruit', 'Food', 'Cereal', 'Tropics', 'Summer', 'Fruit', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Charles_Darwin', 'Germany', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Albert_Einstein', 'United_States', 'U.S._state', 'California', 'English_language', 'Liverpool', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Portugal', 'Atlantic_Ocean', 'Ocean']"
14th_century,Rainbow,
Electricity,God,"['Electricity', 'William_Thomson%2C_1st_Baron_Kelvin', 'Christianity', 'Jesus', 'God']"
Calculus,Lemon,"['Calculus', 'Mathematics', 'Medicine', 'Anatomy', 'Biology', 'Plant', 'Fruit', 'Citrus', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'England', 'Old_English_language', 'England', 'Middle_East', 'Eastern_Orthodox_Church', 'Asia', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Brazil', 'Bras%C3%ADlia', 'Architecture', 'Science', 'Chemistry', 'List_of_elements_by_name', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Superman', 'Sun', 'Vitamin_D']"
George_W._Bush,Monkey,
China,Moon,"['China', 'Great_Wall_of_China', 'Moon']"
Africa,England,"['Africa', 'United_Kingdom', 'Ireland', 'United_Kingdom', 'England']"
Batman,Peanut,
Batman,Coconut_crab,
Computer,Russia,"['Computer', 'History_of_computing_hardware', 'Ukraine', 'Russia']"
Cat,Adolf_Hitler,"['Cat', 'Animal', 'Human', 'World_War_II', 'Adolf_Hitler']"
Manchester,Water,"['Manchester', 'Canal', 'Ocean', 'Sea', 'Mediterranean_Sea', 'Sea', 'Ocean', 'Sea', 'Mediterranean_Sea', 'Ocean', 'Pacific_Ocean', 'Water']"
Achilles_tendon,Ivory,"['Achilles_tendon', 'Latin', 'Ancient_Rome', 'Architecture', 'Sculpture', 'Jewellery', 'Ivory']"
Batman,Japan,"['Batman', 'Scotland', 'Country', 'Japan']"
Cat,University,"['Cat', 'Carnivore', 'Hawk', 'Bird', 'Biology', 'Science', 'University']"
Jew,Telephone,"['Jew', 'United_States', 'North_America', 'Costa_Rica', 'Electronics', 'Telephone']"
Batman,Albert_Einstein,"['Batman', 'Chemistry', 'Quantum_mechanics', 'Physics', 'Albert_Einstein']"
Jesus,Adolf_Hitler,"['Jesus', 'Europe', 'Austria', 'Nazism', 'Germany', 'Adolf_Hitler']"
Computer_programming,Fresh_water,"['Computer_programming', 'BASIC', 'Bill_Gates', 'Sweden', 'Drinking_water', 'Fresh_water']"
Antlion,Hip_hop_music,"['Antlion', 'Scientific_classification', 'Human', 'Music', 'Hip_hop_music']"
Brothers_Grimm,Windows_Vista,"['Brothers_Grimm', 'Germany', 'Internet', 'Microsoft', 'Microsoft_Windows', 'Windows_Vista']"
God,Apple,"['God', 'Nature', 'Planet', 'Mercury_%28planet%29', 'Japan', 'Vegetable', 'Fruit', 'Apple']"
Jesus,God,"['Jesus', 'God']"
Cat,Dog,"['Cat', 'Dog']"
California,Adolf_Hitler,"['California', 'United_States', 'U.S._state', 'George_Washington', 'United_States', 'North_America', 'Europe', 'Austria', 'Germany', 'Adolf_Hitler']"
AIDS,Jesus,"['AIDS', 'Human', 'Christianity', 'Jesus']"
Bird_migration,Hubble_Space_Telescope,
England,Train,
Linux,Adolf_Hitler,"['Linux', 'Richard_Stallman', 'Winston_Churchill', 'Adolf_Hitler']"
God,Adolf_Hitler,"['God', 'United_States', 'North_America', 'Europe', 'Germany', 'Adolf_Hitler']"
Automobile,Windows_XP,"['Automobile', 'MINI_%28BMW%29', 'United_States', 'War', 'Chimpanzee', 'Cornell_University', 'United_States', 'Corporation', 'United_States', 'Canada', 'Parliamentary_system', 'Canadian_House_of_Commons', 'Ottawa', 'Auto_racing', 'Automobile', 'United_States', 'Mexico', 'Industry', 'Computer', 'Microsoft_Windows', 'Windows_XP']"
Canada,Pony,
Apple,Banana,"['Apple', 'Fruit', 'Mango', 'Fruit', 'Apple', 'Fruit', 'Banana']"
