start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Internet', 'World_Wide_Web', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Stage_%28theatre%29', 'Italy', 'Agriculture', 'Horse', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Comet', 'Denmark', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Great_Pyramid_of_Giza', 'Agriculture', 'Soybean', 'Seed', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Coal', 'Coal', 'Coal', 'Coal', 'Coal', 'Coal', 'Coal', 'Fossil_fuel', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Crime', 'Government', 'Despotism', 'Despotism', 'Autocracy', 'Government', 'Autocracy', 'Military_dictatorship', 'Middle_East', 'Judaism', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Selenium', 'Day', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Human', 'Politics', 'Karl_Marx', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Superman', 'Photosynthesis', 'Plant', 'Arecaceae', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Animal', 'Scientific_classification', 'Mammal', 'Vertebrate', 'Chordate', 'Scientific_classification', 'Binomial_nomenclature', 'Botany', 'Cell_%28biology%29', 'Microscope', 'Engineering', 'Computer']"
Cat,Microsoft,"['Cat', 'Scientific_classification', 'Apple', 'United_States', 'North_America', 'Mexico', 'United_States', 'List_of_countries', 'Hong_Kong', 'Finance', 'Corporate_finance', 'Corporation', 'United_States', 'North_America', 'United_States', 'Education', 'Computer_science', 'Programming_language', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Scientific_classification', 'Human', 'Communication', 'Mass_media', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Airship', 'Aircraft', 'Boat', 'Hong_Kong', 'Currency', 'Banknote', 'List_of_circulating_currencies', 'Hong_Kong', 'Finance', 'Corporate_finance', 'Corporation', 'United_States', 'North_America', 'United_States', 'War', 'Market', 'Information', 'Mass_media', 'Internet', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Cancer', 'Sun', 'Planet', 'Venus']"
Computer,Fruit,"['Computer', 'Computer_and_video_games', 'Japan', 'Rice', 'Plant', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Ethanol', 'United_Kingdom', 'Oasis_%28band%29', 'England', 'Culture', 'Ancient_Egypt', 'Beekeeping', 'Australia', 'Kookaburra', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Scotland', 'Folklore', 'Culture', 'Nature', 'Animal', 'Magellanic_Penguin', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Europe', 'Azerbaijan', 'Mongolia', 'Tungsten', 'Chemical_element', 'Periodic_table', 'Plutonium', 'List_of_elements_by_name', 'Plutonium', 'Pluto']"
England,God,"['England', 'Christianity', 'Jesus', 'Christianity', 'Islam', 'Religion', 'God']"
Batman,Bible,"['Batman', 'Superman', 'Judaism', 'Bible']"
Art,Mango,"['Art', 'Australia', 'Mammal', 'Animal', 'Plant', 'Arecaceae', 'Fruit', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Claude_Monet', 'World_War_I', 'Nazism', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Europe', 'England', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Achilles', 'Black_Sea', 'Atlantic_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Renaissance', 'Art', 'Color', 'Rainbow']"
Electricity,God,"['Electricity', 'Mesopotamia', 'Religion', 'God']"
Calculus,Lemon,"['Calculus', 'Biology', 'Plant', 'Fruit', 'Citrus', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'England', 'Middle_East', 'Myanmar', 'China', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Climate', 'Climate_change', 'Carbon_dioxide', 'Oxygen', 'Gas', 'Natural_gas', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Superman', 'Human', 'Life', 'Fungus', 'Human', 'Cell_%28biology%29', 'Human', 'Genetics', 'Protein', 'Cell_%28biology%29', 'Human', 'Ultraviolet', 'Sun', 'Chemical_element', 'Periodic_table', 'Chemical_element', 'Chemistry', 'Chemical_element', 'Chemistry', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Medicine', 'Anatomy', 'Vertebrate', 'Fish', 'Organism', 'Lipid', 'Vitamin', 'Vitamin_D']"
George_W._Bush,Monkey,
China,Moon,"['China', 'Shanghai', 'Solar_eclipse', 'Moon']"
Africa,England,"['Africa', 'United_Kingdom', 'England']"
Batman,Peanut,"['Batman', 'Earthquake', 'Africa', 'Southern_Africa', 'Africa', 'Congo_River', 'Sugar', 'Sugarcane', 'Plant', 'Soybean', 'Peanut']"
Batman,Coconut_crab,"['Batman', 'Spring_Heeled_Jack', 'Nature', 'Australia', 'Christmas_Island', 'Cocos_%28Keeling%29_Islands', 'Coconut', 'Arecaceae', 'Coconut', 'Arecaceae', 'Asia', 'Malaysia', 'Asia', 'Maldives', 'Tamil_language', 'Animal', 'Organism', 'Arthropod', 'Crustacean', 'Animal', 'Organism', 'Arthropod', 'Crustacean', 'Animal', 'Organism', 'Arthropod', 'Coconut_crab']"
Computer,Russia,"['Computer', 'History_of_computing_hardware', 'Soviet_Union', 'Russia']"
Cat,Adolf_Hitler,"['Cat', 'Animal', 'Human', 'World_War_II', 'Adolf_Hitler']"
Manchester,Water,
