start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Cryptography', 'Electronics', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Brazil', 'Football', 'Switzerland', 'Swiss_Federal_Council', 'Switzerland', 'Z%C3%BCrich', 'Switzerland', 'Z%C3%BCrich', 'Switzerland', 'Swiss_Federal_Council', 'Switzerland', 'Z%C3%BCrich', 'Switzerland', 'Cheese', 'Cattle', 'Animal', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Comet', 'Denmark', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Great_Pyramid_of_Giza', 'Agriculture', 'Soybean', 'Peanut', 'Seed', 'Bean']"
Batman,Wood,
Bird,Great_white_shark,"['Bird', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Crime', 'Culture', 'Germany', 'World_War_I', 'Nazism', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Yeast', 'Oxygen', 'Fire', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Human', 'Propaganda', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Chemistry', 'Biology', 'Plant', 'Arecaceae', 'Fruit', 'Food', 'Cereal', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Animal', 'Organism', 'Biology', 'Microscope', 'Engineering', 'Computer']"
Cat,Microsoft,"['Cat', 'Animal', 'Scientific_classification', 'Carolus_Linnaeus', 'DNA', 'Computer_science', 'Programming_language', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Postage_stamp', 'China', 'Clock', 'Electronics', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Airbus_A380', 'United_States_dollar', 'United_States', 'List_of_countries', 'Hong_Kong', 'United_Kingdom', 'Computer', 'Internet', 'Tim_Berners-Lee', 'Internet', 'World_Wide_Web', 'Google']"
Dog,Venus,
