start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Computer_programming', 'Microsoft', 'Television', 'Telecommunication', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Dance', 'Animal', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Trojan_War', 'Heracles', 'Macedon', 'India', 'Stone_Age', 'Orkney', 'Viking']"
Pyramid,Bean,"['Pyramid', '15th_century', 'India', 'Rice', 'Plant', 'Soybean', 'Peanut', 'Seed', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Textile', 'China', 'Musical_instrument', 'Guitar', 'Ebony', 'Tree', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Crime', 'International_law', 'War', 'World_War_I', 'Nazism', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Magnesium', 'Solar_System', 'Star', 'Sunlight', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'People%27s_Republic_of_China', 'George_W._Bush', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Chemistry', 'Organism', 'Plant', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Sound', 'Matter', 'Physics', 'Computer']"
Cat,Microsoft,"['Cat', 'Scientific_classification', 'Organism', 'Genetics', 'United_Kingdom', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Postage_stamp', 'Japan', 'Telecommunication', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Airbus_A380', 'Aluminium', 'Magnet', 'Television', 'Technology', 'Computer', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Chordate', 'Eukaryote', 'Organism', 'Chemical_element', 'Mercury_%28element%29', 'Mercury_%28planet%29', 'Venus']"
Computer,Fruit,"['Computer', 'Television', 'Color', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Recycling', 'Turkey', 'Romania', 'Roman_Empire', 'Roman_Britain', 'Pearl', 'Fiji', 'Tamil_language', 'Animal', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Scotland', 'Celtic_F.C.', 'Scotland', 'Lion', 'Mammal', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Hydrogen', 'Star', 'Planet', 'Eris_%28dwarf_planet%29', 'Pluto']"
England,God,"['England', 'Christianity', 'Judaism', 'God']"
Batman,Bible,"['Batman', 'Scotland', 'Religion', 'Bible']"
Art,Mango,"['Art', 'Mosaic', 'Georgia_%28country%29', 'India', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Charles_Darwin', 'Germany', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Europe', 'Homer', 'John_Milton', 'George_Eliot', 'London', 'The_Rolling_Stones', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Europe', 'Arctic_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Renaissance', 'Art', 'Color', 'Rainbow']"
Electricity,God,"['Electricity', 'Ancient_Greece', 'Christianity', 'Religion', 'God']"
Calculus,Lemon,"['Calculus', 'Biology', 'Botany', 'Fruit', 'Citrus', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'Rome', 'Philippines', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Amazon_Rainforest', 'Carbon', 'Chemical_element', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Chemistry', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Human', 'Ultraviolet', 'Sunlight', 'Vitamin_D']"
George_W._Bush,Monkey,
China,Moon,"['China', 'Volcano', 'Moon']"
Africa,England,"['Africa', 'Bantu', 'Africa', 'Bantu', 'Language', 'English_language', 'England']"
Batman,Peanut,"['Batman', 'Scotland', 'Shetland', 'Agriculture', 'Soybean', 'Peanut']"
Batman,Coconut_crab,"['Batman', 'Scotland', 'Cattle', 'Animal', 'Magellanic_Penguin', 'Crustacean', 'Barnacle', 'Arthropod', 'Coconut_crab']"
Computer,Russia,"['Computer', 'Great_Britain', 'Ukraine', 'Romania', 'Ukraine', 'Russia']"
Cat,Adolf_Hitler,"['Cat', 'Carolus_Linnaeus', 'Race', 'Adolf_Hitler']"
Manchester,Water,"['Manchester', 'Spring_%28season%29', 'Atlantic_Ocean', 'Tide', 'Ocean', 'Seawater', 'Water']"
Achilles_tendon,Ivory,"['Achilles_tendon', 'Latin', 'Latin_alphabet', 'Alphabet', 'Latin_alphabet', 'Africa', 'Lion', 'Elephant', 'Sub-Saharan_Africa', 'C%C3%B4te_d%27Ivoire', 'Abidjan', 'C%C3%B4te_d%27Ivoire', 'Tropics', 'Desert', 'Snow', 'Crystal', 'Snow', 'Crystal', 'Snow', 'Crystal', 'Snow', 'Ice', 'Color', 'Art', 'Sculpture', 'Jewellery', 'Ivory']"
Batman,Japan,"['Batman', 'Scotland', 'China', 'Japan']"
Cat,University,"['Cat', 'Scientific_classification', 'Carolus_Linnaeus', 'Botany', 'Biology', 'Science', 'University']"
Jew,Telephone,"['Jew', 'English_language', 'Internet', 'Optical_fiber', 'Engineering', 'Computer', 'Telephone']"
Batman,Albert_Einstein,"['Batman', 'Chemistry', 'Physics', 'Albert_Einstein']"
Jesus,Adolf_Hitler,"['Jesus', 'The_Holocaust', 'Adolf_Hitler']"
Computer_programming,Fresh_water,"['Computer_programming', 'Linguistics', 'Medicine', 'Biology', 'Climate', 'Ocean', 'Seawater', 'Fresh_water']"
Antlion,Hip_hop_music,"['Antlion', 'Insect', 'Ant', 'Dominican_Republic', 'English_language', 'Drama', 'Film', 'Sound', 'Music', 'Hip_hop_music']"
Brothers_Grimm,Windows_Vista,"['Brothers_Grimm', 'Folklore', 'Game', 'Computer', 'Microsoft_Windows', 'Windows_Vista']"
God,Apple,"['God', 'Nature', 'Fungus', 'Plant', 'Fruit', 'Apple']"
Jesus,God,"['Jesus', 'God']"
Cat,Dog,"['Cat', 'Dog']"
California,Adolf_Hitler,"['California', 'Spain', 'Adolf_Hitler']"
AIDS,Jesus,"['AIDS', 'Human', 'God', 'Jesus']"
Bird_migration,Hubble_Space_Telescope,"['Bird_migration', 'Arctic_Circle', 'Earth', 'International_Space_Station', 'Space_Shuttle_program', 'Hubble_Space_Telescope']"
England,Train,"['England', 'London', 'London_Underground', 'Double-decker_bus', 'Germany', 'Blitzkrieg', 'Tank', 'Bicycle', 'Toy', 'Aircraft', 'Jet_engine', 'Aircraft', 'Boat', 'Ship', 'Steam_engine', 'Mechanical_work', 'Force', 'Bicycle', 'Toy', 'Aircraft', 'Airship', 'Aircraft', 'Airship', 'Aircraft', 'Boat', 'Industrial_Revolution', 'Rail_transport', 'Train']"
Linux,Adolf_Hitler,"['Linux', 'Linus_Torvalds', 'Linus_Pauling', 'Germany', 'Adolf_Hitler']"
God,Adolf_Hitler,"['God', 'Jesus', 'Josephus', 'Jew', 'Adolf_Hitler']"
Automobile,Windows_XP,"['Automobile', 'MINI_%28BMW%29', 'United_States', 'Computer', 'Unix', 'Microsoft', 'Microsoft_Windows', 'Windows_XP']"
Canada,Pony,"['Canada', 'Beaver', 'Pond', 'Loch', 'Water', 'Dolphin', 'Mammal', 'Horse', 'Pony']"
Apple,Banana,"['Apple', 'Fruit', 'Banana']"
Acceleration,Mozilla_Firefox,"['Acceleration', 'Albert_Einstein', 'Wolfgang_Amadeus_Mozart', 'Cello', 'Musical_instrument', 'Sound', 'Wave', 'Sound', 'Bat', 'Batman', 'Scotland', 'Technology', 'Fire', 'Energy', 'Computer', 'World_Wide_Web', 'Mozilla_Firefox']"
Adolf_Hitler,Jesus,"['Adolf_Hitler', 'Jew', 'Muhammad', 'Jesus']"
Smog,Toy_Story,"['Smog', 'California', 'Film', 'Animation', 'The_Lion_King', 'Toy_Story']"
Bamako,Sun,"['Bamako', '19th_century', 'Steel', 'Metal', 'Astronomy', 'Sun']"
China,Afghanistan,"['China', 'Tibet', 'India', 'Pakistan', 'Afghanistan']"
Earth,Odysseus,"['Earth', 'Norse_mythology', 'Greek_mythology', 'Odysseus']"
Famine,Arctic,"['Famine', 'Iceland', 'Arctic_Circle', 'Arctic']"
Electricity,Anne_Frank,"['Electricity', 'Alexander_Graham_Bell', 'Nazi_Germany', 'Anne_Frank']"
Apple,Fruit,"['Apple', 'Fruit']"
Colombia,Meat,"['Colombia', 'Jew', 'Culture', 'Agriculture', 'Meat']"
Batman,Bill_Clinton,"['Batman', 'Scotland', 'Tony_Blair', 'Bill_Clinton']"
Computer,Baseball,"['Computer', 'Toy', 'Sport', 'Football', 'American_football', 'Baseball']"
Chemistry,Fidel_Castro,"['Chemistry', 'Sociology', 'Latin', 'Spanish_language', 'Cuba', 'Fidel_Castro']"
Dog,Beer,"['Dog', 'Milk', 'Cheese', 'Wine', 'Beer']"
Computer,Whale,"['Computer', 'Watch', 'Time', 'Life', 'Animal', 'Mammal', 'Whale']"
Bird,Thomas_Jefferson,
Citrus,Physics,"['Citrus', 'Scientific_classification', 'Genetics', 'Science', 'Physics']"
