start,end,path
Brain,Telephone,"['Brain', 'Eye', 'Lens_%28anatomy%29', 'Light', 'Radio', 'Television', 'Telecommunication', 'Telephone']"
Theatre,Zebra,"['Theatre', 'India', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Trojan_War', 'Danube', 'Middle_Ages', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Mexico', 'Agriculture', 'Vegetable', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Heraldry', 'Stained_glass', 'Glass', 'Sculpture', 'Pottery', 'Clay', 'Pottery', 'Copper', 'Metal', 'Carbon', 'Mineral', 'Talc', 'Metamorphic_rock', 'Sculpture', 'Pottery', 'Clay', 'Soil', 'Forest', 'Tree', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Chordate', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Reptile', 'Vertebrate', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Chemistry', 'World_War_II', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Water', 'Sun']"
Bird,Adolf_Hitler,"['Bird', '19th_century', 'Germany', 'Otto_von_Bismarck', 'United_Kingdom', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Scotland', 'Cattle', 'Mammal', 'Milk', 'Potassium', 'Banana']"
Cat,Computer,"['Cat', 'Genetics', 'Bioinformatics', 'Computer_science', 'Computer_programming', 'Microsoft', 'Computer']"
Cat,Microsoft,"['Cat', 'Scientific_classification', 'Genetics', 'United_Kingdom', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Postage_stamp', 'Victoria_of_the_United_Kingdom', 'Postage_stamp', 'Wood', 'Cell_%28biology%29', 'Microscope', 'Telescope', 'Radio', 'Bluetooth', 'Radio', 'Television', 'Telecommunication', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Boeing_747', 'Airbus', 'Airbus_A380', 'Airbus', 'Aircraft', 'Boeing_747', 'Airbus', 'Industry', 'Computer', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Russia', 'Earth', 'Planet', 'Venus']"
Computer,Fruit,"['Computer', 'Television', 'Color', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Aluminium', 'English_language', 'Pig', 'Animal', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Scotland', 'Cattle', 'Chordate', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Oxygen', 'Gas', 'Plasma_%28physics%29', 'Pluto']"
England,God,"['England', 'Christianity', 'Jesus', 'God']"
Batman,Bible,"['Batman', 'Scotland', 'Roman_law', 'Roman_Catholic_Church', 'Bible']"
