start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Internet', 'World_Wide_Web', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Dance', 'Animal', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Dinosaur', 'Mongolia', 'Mongol_Empire', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Mexico', 'Agriculture', 'Vegetable', 'Bean']"
Batman,Wood,"['Batman', 'Spring_Heeled_Jack', 'Nature', 'Plant', 'Tree', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Animal', 'Vertebrate', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Earthquake', 'Tsunami', 'Volcano', 'Italy', 'German_language', 'World_War_II', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Himalayas', 'Glacier', 'Ice', 'Color', 'Sunlight', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Human', 'World_War_II', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Scotland', 'Agriculture', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Genealogy', 'Internet', 'Linux', 'Unix', 'Microsoft_Windows', 'Macintosh', 'Central_processing_unit', 'Computer']"
Cat,Microsoft,"['Cat', 'Genetics', 'Bioinformatics', 'Computer_science', 'Computer_programming', 'Microsoft']"
Dog,Telephone,"['Dog', 'Postage_stamp', 'Wood', 'Cell_%28biology%29', 'Microscope', 'Wave', 'Electric_field', 'Electricity', 'Alexander_Graham_Bell', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Jet_engine', 'Hydrogen', 'Periodic_table', 'Molybdenum', 'List_of_elements_by_name', 'Chemical_element', 'English_language', 'Internet', 'Linux', 'GNU_Project', 'Unix', 'Internet', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Postage_stamp', 'Victoria_of_the_United_Kingdom', 'Lake_Victoria', 'Lake_Tanganyika', 'Africa', 'Earth', 'Planet', 'Venus']"
Computer,Fruit,"['Computer', 'Toy', 'Apple', 'Fruit']"
