start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Internet', 'Information', 'Mass_media', 'Telephone']"
Theatre,Zebra,"['Theatre', 'France', 'River', 'Africa', 'Lion', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Trojan_War', 'Danube', 'North_Sea', 'Norway', 'Viking']"
Pyramid,Bean,"['Pyramid', '15th_century', 'India', 'Mango', 'Seed', 'Bean']"
Batman,Wood,"['Batman', 'Scotland', 'Cattle', 'Vegetation', 'Plant', 'Tree', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Fish', 'Whale_shark', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Scotland', 'Germany', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Magnesium', 'Solar_System', 'Sun']"
Bird,Adolf_Hitler,
Batman,Banana,"['Batman', 'Scotland', 'Cattle', 'Milk', 'Cheese', 'Lemon', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Sound', 'Bat', 'Scientific_classification', 'Animal', 'Organism', 'Genetic_code', 'Virus', 'Cell_%28biology%29', 'Microscope', 'Electron', 'Electricity', 'Electronics', 'Computer']"
Cat,Microsoft,"['Cat', 'Scientific_classification', 'Organism', 'Genetics', 'United_Kingdom', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Postage_stamp', 'United_States', 'Potato', 'Italy', 'Agriculture', 'Beekeeping', '19th_century', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Jet_engine', 'Aircraft', 'Airbus_A380', 'Aluminium', 'China', 'Go_%28board_game%29', 'Game_theory', 'Computer_science', 'Internet', 'Tim_Berners-Lee', 'Internet', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Cancer', 'Sun', 'Planet', 'Venus']"
Computer,Fruit,"['Computer', 'Toy', 'Apple', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Salt', 'Color', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Scotland', 'Lion', 'Animal', 'Magellanic_Penguin', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Energy', 'Star', 'Planet', 'Eris_%28dwarf_planet%29', 'Pluto']"
England,God,"['England', 'Christianity', 'Religion', 'God']"
Batman,Bible,"['Batman', 'Scotland', 'England', 'Christianity', 'Bible']"
Art,Mango,"['Art', 'Philosophy', 'Senegal', 'Senegal', 'Arabic_language', 'Sugar', 'Beet', 'Fruit', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Charles_Darwin', 'Germany', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Europe', 'Homer', 'Art', 'Music', 'Musical_instrument', 'Guitar', 'Jazz', 'United_Kingdom', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Europe', 'Arctic_Ocean', 'Indian_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Renaissance', 'Art', 'Color', 'Rainbow']"
Electricity,God,"['Electricity', 'Ancient_Greece', 'Christianity', 'Jew', 'Zeus', 'Religion', 'God']"
Calculus,Lemon,"['Calculus', 'Biology', 'Botany', 'Fruit', 'Citrus', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'Rome', 'Philippines', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Sugarcane', 'Ethanol', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Chemistry', 'Biology', 'Medicine', 'Anatomy', 'Human', 'Ultraviolet', 'Mineral', 'Biology', 'Medicine', 'Health', 'Nutrition', 'Vitamin', 'Vitamin_D']"
George_W._Bush,Monkey,
China,Moon,"['China', 'Volcano', 'Moon']"
Africa,England,"['Africa', 'Royal_Navy', 'England']"
Batman,Peanut,"['Batman', 'Scotland', 'Banknote', 'Money', 'Barley', 'Plant', 'Soybean', 'Peanut']"
Batman,Coconut_crab,
Computer,Russia,"['Computer', 'Great_Britain', 'Ukraine', 'Russia']"
Cat,Adolf_Hitler,"['Cat', 'Muhammad', 'Jew', 'Adolf_Hitler']"
Manchester,Water,"['Manchester', 'Spring_%28season%29', 'Atlantic_Ocean', 'Sea', 'Ocean', 'Seawater', 'Water']"
Achilles_tendon,Ivory,
Batman,Japan,"['Batman', 'Scotland', 'China', 'Japan']"
Cat,University,"['Cat', 'Scientific_classification', 'Organism', 'Human', 'Organization', 'University']"
Jew,Telephone,"['Jew', 'English_language', 'Internet', 'World_Wide_Web', 'Telephone']"
Batman,Albert_Einstein,"['Batman', 'Chemistry', 'Robert_Boyle', 'Physics', 'Albert_Einstein']"
Jesus,Adolf_Hitler,"['Jesus', 'The_Holocaust', 'Adolf_Hitler']"
Computer_programming,Fresh_water,"['Computer_programming', 'Linguistics', 'Tamil_language', 'Vowel', 'Alphabet', 'Science', 'Nature', 'River', 'Fresh_water']"
Antlion,Hip_hop_music,"['Antlion', 'Insect', 'Human', 'Music', 'Hip_hop_music']"
Brothers_Grimm,Windows_Vista,"['Brothers_Grimm', 'Constitutional_monarchy', 'Government', 'Infrastructure', 'City', 'Infrastructure', 'City', 'Infrastructure', 'City', 'Civilization', 'Technology', 'Computer', 'Microsoft_Windows', 'Windows_Vista']"
God,Apple,"['God', 'Nature', 'Art', 'Color', 'Fruit', 'Apple']"
Jesus,God,"['Jesus', 'God']"
Cat,Dog,"['Cat', 'Dog']"
California,Adolf_Hitler,"['California', 'Arnold_Schwarzenegger', 'Adolf_Hitler']"
AIDS,Jesus,"['AIDS', 'United_Kingdom', 'Christianity', 'Jesus']"
Bird_migration,Hubble_Space_Telescope,"['Bird_migration', 'Arctic_Tern', 'Bird', 'Scientific_classification', 'Organism', 'Geology', 'Plate_tectonics', 'Astronomy', 'Telescope', 'Hubble_Space_Telescope']"
England,Train,"['England', 'London', 'London_Underground', 'Derby', 'M1_motorway', 'M25_motorway', 'M1_motorway', 'M25_motorway', 'London', 'London_Underground', 'Double-decker_bus', 'Germany', 'Automobile', 'Steam_engine', 'Mechanical_work', 'Force', 'Bicycle', 'Aircraft', 'Boat', 'Ship', 'Steam_engine', 'Mechanical_work', 'Force', 'Bicycle', 'Aircraft', 'Boat', 'Ship', 'Steam_engine', 'James_Watt', 'Steam_engine', 'Mechanical_work', 'Force', 'Bicycle', 'Toy', 'Aircraft', 'Boat', 'Ship', 'Steam_engine', 'Industrial_Revolution', 'Rail_transport', 'Train']"
Linux,Adolf_Hitler,"['Linux', 'Richard_Stallman', 'Winston_Churchill', 'Adolf_Hitler']"
God,Adolf_Hitler,"['God', 'Jesus', 'The_Holocaust', 'Germany', 'Adolf_Hitler']"
Automobile,Windows_XP,"['Automobile', 'MINI_%28BMW%29', 'United_States', 'Computer', 'Microsoft_Windows', 'Windows_XP']"
Canada,Pony,"['Canada', 'Beaver', 'Mammal', 'Horse', 'Pony']"
Apple,Banana,"['Apple', 'Fruit', 'Banana']"
Acceleration,Mozilla_Firefox,"['Acceleration', 'Albert_Einstein', 'Wolfgang_Amadeus_Mozart', 'Johann_Sebastian_Bach', 'Wolfgang_Amadeus_Mozart', 'Music', 'Communication', 'Internet', 'World_Wide_Web', 'Mozilla_Firefox']"
Adolf_Hitler,Jesus,"['Adolf_Hitler', 'Roman_Catholic_Church', 'Jesus']"
Smog,Toy_Story,"['Smog', 'California', 'Film', 'Animation', 'The_Lion_King', 'Toy_Story']"
Bamako,Sun,"['Bamako', 'Metal', 'Astronomy', 'Sun']"
China,Afghanistan,"['China', 'Tibet', 'India', 'Pakistan', 'Afghanistan']"
Earth,Odysseus,"['Earth', 'Norse_mythology', 'Greek_mythology', 'Odysseus']"
Famine,Arctic,"['Famine', 'Iceland', 'Arctic_Circle', 'Arctic']"
Electricity,Anne_Frank,"['Electricity', 'Ancient_Greece', 'Europe', 'Hinduism', 'Buddhism', 'Jew', 'The_Holocaust', 'Anne_Frank']"
Apple,Fruit,"['Apple', 'Seed', 'Fruit']"
Colombia,Meat,"['Colombia', 'Jew', 'Ethnic_group', 'Tribe', 'Nature', 'Animal', 'Mammal', 'Pig', 'Meat']"
Batman,Bill_Clinton,"['Batman', 'Crime', 'Government', 'George_W._Bush', 'Bill_Clinton']"
Computer,Baseball,"['Computer', 'Toy', 'Football_%28soccer%29', 'Football', 'American_football', 'Baseball']"
Chemistry,Fidel_Castro,"['Chemistry', 'World_War_II', 'Mao_Zedong', 'Communism', 'Cuba', 'Fidel_Castro']"
Dog,Beer,"['Dog', 'Germany', 'Munich', 'Germany', 'Roman_Empire', 'Currency', 'Money', 'Barley', 'Beer']"
Computer,Whale,"['Computer', 'Middle_Ages', 'Ship', 'Sea', 'Ocean', 'Whale']"
Bird,Thomas_Jefferson,
Citrus,Physics,"['Citrus', 'Scientific_classification', 'Genetics', 'Science', 'Physics']"
God,Aztec,"['God', 'India', 'Indus_Valley_Civilization', 'Civilization', 'Inca_Empire', 'Machu_Picchu', 'Inca_Empire', 'Architecture', 'Rome', 'Peru', 'Inca_Empire', 'Architecture', 'Greece', 'Ancient_Greece', 'Minoan_civilization', 'Maya_civilization', 'Aztec']"
Human,Pluto,"['Human', 'Earth', 'Pluto']"
Continent,Gorilla,
Moon,Mars,"['Moon', 'Mars']"
Cereal,Kurt_Cobain,"['Cereal', 'United_States', 'John_F._Kennedy', 'Bob_Dylan', 'Eric_Clapton', 'Bob_Marley', 'Eric_Clapton', 'Paul_McCartney', 'The_Beatles', 'Kurt_Cobain']"
AIDS,Tour_de_France,"['AIDS', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'French_language', 'France', 'French_language', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Lyon', 'France', 'Paris', 'Tour_de_France']"
