source,target,val,percentage
Art,Art,126,0.10511913501968899
Art,Business_Studies,5,0.0041713942468130545
Art,Citizenship,24,0.02002269238470266
Art,Countries,138,0.11513048121204032
Art,Design_and_Technology,30,0.025028365480878327
Art,Everyday_life,28,0.023359807782153106
Art,Geography,110,0.0917706734298872
Art,History,147,0.12263899085630382
Art,IT,3,0.0025028365480878325
Art,Language_and_literature,52,0.04338250016685577
Art,Mathematics,3,0.0025028365480878325
Art,Music,13,0.010845625041713942
Art,People,195,0.16268437562570914
Art,Religion,60,0.050056730961756654
Art,Science,66,0.05506240405793232
Business_Studies,Art,3,0.0025028365480878325
Business_Studies,Business_Studies,335,0.2794834145364747
Business_Studies,Citizenship,164,0.1368217312954682
Business_Studies,Countries,832,0.6941200026696923
Business_Studies,Design_and_Technology,64,0.0533938463592071
Business_Studies,Everyday_life,76,0.06340519255155844
Business_Studies,Geography,361,0.30117466461990255
Business_Studies,History,136,0.11346192351331509
Business_Studies,IT,25,0.020856971234065276
Business_Studies,Language_and_literature,33,0.02753120202896616
Business_Studies,Mathematics,13,0.010845625041713942
Business_Studies,Music,1,0.000834278849362611
Business_Studies,People,90,0.07508509644263499
Business_Studies,Religion,23,0.01918841353534005
Business_Studies,Science,173,0.14433024093973168
Citizenship,Art,23,0.01918841353534005
Citizenship,Business_Studies,167,0.13932456784355604
Citizenship,Citizenship,1040,0.8676500033371153
Citizenship,Countries,1970,1.6435293332443437
Citizenship,Design_and_Technology,72,0.06006807715410799
Citizenship,Everyday_life,176,0.14683307748781954
Citizenship,Geography,760,0.6340519255155843
Citizenship,History,704,0.5873323099512782
Citizenship,IT,32,0.02669692317960355
Citizenship,Language_and_literature,187,0.15601014483080825
Citizenship,Mathematics,32,0.02669692317960355
Citizenship,Music,12,0.01001134619235133
Citizenship,People,519,0.43299072281919504
Citizenship,Religion,242,0.20189548154575188
Citizenship,Science,288,0.24027230861643195
Countries,Art,38,0.03170259627577922
Countries,Business_Studies,544,0.45384769405326036
Countries,Citizenship,1146,0.9560835613695522
Countries,Countries,5523,4.6077220850297005
Countries,Design_and_Technology,100,0.0834278849362611
Countries,Everyday_life,555,0.4630247613962491
Countries,Geography,2163,1.8045451511713277
Countries,History,1104,0.9210438496963226
Countries,IT,20,0.016685576987252218
Countries,Language_and_literature,565,0.47136754988987517
Countries,Mathematics,15,0.012514182740439164
Countries,Music,68,0.056730961756657546
Countries,People,343,0.28615764533137555
Countries,Religion,468,0.39044250150170196
Countries,Science,810,0.6757658679837149
Design_and_Technology,Art,37,0.030868317426416606
Design_and_Technology,Business_Studies,76,0.06340519255155844
Design_and_Technology,Citizenship,103,0.08593072148434892
