start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Speech_synthesis', 'Speech_synthesis', 'Electronics', 'Telephone', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Ancient_Rome', 'Ancient_Rome', 'Celery', 'Celeriac', 'Celeriac', 'Parsnip', 'Carrot', 'Carrot', 'Carrot', 'Celeriac', 'Celery', 'Celery', 'Wasabi', 'Wasabi', 'Wikispecies', 'Wikispecies', 'Wikipedia', 'Wikipedia', 'Croatia', 'Slovenia', 'Hungary', 'Serbia', 'Bosnia_and_Herzegovina', 'Montenegro', 'Italy', 'Austria', 'Serbia', 'Bosnia_and_Herzegovina', 'Montenegro', 'Slovenia', 'Bosnia_and_Herzegovina', 'Hungary', 'Serbia', 'Albania', 'Armenia', 'Austria', 'Belarus', 'Belgium', 'Bosnia_and_Herzegovina', 'Bulgaria', 'France', 'Greece', 'Hungary', 'Iceland', 'Italy', 'Kazakhstan', 'Liechtenstein', 'Lithuania', 'Luxembourg', 'Malta', 'Moldova', 'Monaco', 'Montenegro', 'Netherlands', 'Norway', 'Poland', 'Portugal', 'Romania', 'Russia', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'Turkey', 'Ukraine', 'United_Kingdom', 'Kosovo', 'Albania', 'Algeria', 'Bosnia_and_Herzegovina', 'Egypt', 'France', 'Greece', 'Israel', 'Italy', 'Lebanon', 'Malta', 'Monaco', 'Montenegro', 'Morocco', 'Slovenia', 'Spain', 'Syria', 'Tunisia', 'Turkey', 'United_Kingdom', 'Albania', 'Bosnia_and_Herzegovina', 'Bulgaria', 'Kosovo', 'Montenegro', 'Greece', 'Serbia', 'Slovenia', 'Italy', 'Romania', 'Turkey', 'Austria', 'Belgium', 'Bulgaria', 'France', 'Greece', 'Hungary', 'Italy', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Albania', 'Austria', 'Belgium', 'Bosnia_and_Herzegovina', 'Bulgaria', 'France', 'Hungary', 'Iceland', 'Italy', 'Liechtenstein', 'Lithuania', 'Luxembourg', 'Malta', 'Moldova', 'Monaco', 'Montenegro', 'Netherlands', 'Norway', 'Poland', 'Portugal', 'Romania', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'Turkey', 'Ukraine', 'United_Kingdom', 'Canada', 'Israel', 'Japan', 'Mexico', 'United_States', 'Albania', 'Armenia', 'Austria', 'Belarus', 'Belgium', 'Bosnia_and_Herzegovina', 'Bulgaria', 'Canada', 'France', 'Greece', 'Hungary', 'Iceland', 'Italy', 'Kazakhstan', 'Kyrgyzstan', 'Liechtenstein', 'Lithuania', 'Luxembourg', 'Malta', 'Moldova', 'Monaco', 'Mongolia', 'Montenegro', 'Netherlands', 'Norway', 'Poland', 'Portugal', 'Romania', 'Russia', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'Tajikistan', 'Turkey', 'Turkmenistan', 'Ukraine', 'United_Kingdom', 'United_States', 'Uzbekistan', 'Afghanistan', 'Algeria', 'Australia', 'Egypt', 'Israel', 'Japan', 'Jordan', 'Morocco', 'South_Korea', 'Thailand', 'Tunisia', 'Albania', 'Armenia', 'Belgium', 'Benin', 'Bulgaria', 'Burkina_Faso', 'Burundi', 'Cambodia', 'Cameroon', 'Canada', 'Cape_Verde', 'Central_African_Republic', 'Chad', 'Comoros', 'Democratic_Republic_of_the_Congo', 'Republic_of_the_Congo', 'Djibouti', 'Dominica', 'Egypt', 'Equatorial_Guinea', 'France', 'Gabon', 'Greece', 'Guinea', 'Guinea-Bissau', 'Haiti', 'Laos', 'Lebanon', 'Luxembourg', 'Madagascar', 'Mali', 'Mauritania', 'Mauritius', 'Moldova', 'Monaco', 'Morocco', 'Niger', 'Romania', 'Rwanda', 'Saint_Lucia', 'Senegal', 'Seychelles', 'Switzerland', 'Tunisia', 'Vanuatu', 'Vietnam', 'Serbia', 'United_Arab_Emirates', 'Argentina', 'Austria', 'Bosnia_and_Herzegovina', 'Hungary', 'Kosovo', 'Lithuania', 'Mexico', 'Montenegro', 'Mozambique', 'Poland', 'Slovakia', 'Slovenia', 'South_Korea', 'Ukraine', 'Uruguay', 'Thailand', 'Isan', 'Isan', 'Isan', 'Isan', 'Agriculture', 'Alpaca', 'Alpaca', 'Chordate', 'Mammal', 'Chordate', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Exploration_of_Mars', 'Space_exploration', 'Space_exploration', 'Space_exploration', 'Space_exploration', 'Mars', 'Mars', 'Exploration_of_Mars', 'Mars', 'Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Mars', 'Mars', 'Exploration_of_Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Mars', 'Mars_Exploration_Rover', 'Mars_Reconnaissance_Orbiter', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars_Reconnaissance_Orbiter', 'Mars_Exploration_Rover', 'Mars_Reconnaissance_Orbiter', 'Mars_Reconnaissance_Orbiter', 'Mars', 'Mars', 'Mars', 'Mars_Reconnaissance_Orbiter', 'Mars_Exploration_Rover', 'Mars', 'Mars_Exploration_Rover', 'Mars', 'Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Exploration_of_Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Mars', 'Ancient_Rome', 'Roman_Empire', 'Western_Roman_Empire', 'Roman_Empire', 'Western_Roman_Empire', 'Roman_Empire', 'Roman_Empire', 'Roman_Empire', 'Western_Roman_Empire', 'Western_Roman_Empire', 'Roman_Empire', 'Roman_Empire', 'Roman_Empire', 'Roman_Empire', 'Western_Roman_Empire', 'Roman_Empire', 'Western_Roman_Empire', 'Roman_Empire', 'Western_Roman_Empire', 'Roman_Empire', 'Western_Roman_Empire', 'Roman_Empire', 'Western_Roman_Empire', 'Roman_Empire', 'Western_Roman_Empire', 'Picts', 'D%C3%A1l_Riata', 'D%C3%A1l_Riata', 'D%C3%A1l_Riata', 'D%C3%A1l_Riata', 'Viking', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Pottery', 'Pottery', 'Mali', 'Mali', 'Mali', 'Mali', 'Maize', 'Bean', 'Bean']"
Batman,Wood,"['Batman', 'Bat', 'Bat', 'Eocene', 'Eocene', 'Eocene', 'Eocene', 'Silurian', 'Devonian', 'Carboniferous', 'Paleocene', 'Oligocene', 'Miocene', 'Paleocene', 'Oligocene', 'Miocene', 'Pliocene', 'Paleocene', 'Oligocene', 'Pliocene', 'Miocene', 'Oligocene', 'Paleocene', 'Carboniferous', 'Devonian', 'Silurian', 'Plant', 'Tree', 'Tree', 'Wood', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Gull', 'Albatross', 'Gull', 'Albatross', 'Albatross', 'Fish', 'Fish', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Popular_culture', 'World_War_II', 'World_War_I', 'World_War_II', 'World_War_I', 'World_War_II', 'The_Holocaust', 'The_Holocaust', 'The_Holocaust', 'The_Holocaust', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Ethanol', 'Cider', 'Ethanol', 'Ethanol', 'Ethanol', 'Yeast', 'Cider', 'Beer', 'Absinthe', 'Vincent_van_Gogh', 'Vincent_van_Gogh', 'Impressionism', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Impressionism', 'Impressionism', 'John_Constable', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Impressionism', 'Impressionism', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Impressionism', 'Impressionism', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Impressionism', 'Impressionism', 'John_Constable', 'J._M._W._Turner', 'River_Thames', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Impressionism', 'Impressionism', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Impressionism', 'Impressionism', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', '%C3%89douard_Manet', 'Impressionism', 'Impressionism', 'Impressionism', '%C3%89douard_Manet', 'Impressionism', '%C3%89douard_Manet', 'Impressionism', 'Impressionism', 'Impressionism', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Impressionism', 'Impressionism', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Impressionism', 'Impressionism', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Impressionism', 'Impressionism', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Impressionism', 'Impressionism', 'Impressionism', 'Impressionism', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'Claude_Monet', 'John_Constable', 'J._M._W._Turner', 'River_Thames', 'Tower_Bridge', 'Tower_Bridge', 'Tower_Bridge', 'Tower_Bridge', 'Tower_Bridge', 'Tower_Bridge', 'Tower_Bridge', 'River_Thames', 'River_Thames', 'River_Thames', 'River_Severn', 'River_Severn', 'River_Severn', 'River_Severn', 'Great_Britain', 'Great_Britain', 'Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland', 'England', 'Ireland', 'Wales', 'England', 'England', 'Wales', 'Jersey', 'Ireland', 'Jersey', 'Wales', 'Guernsey', 'Jersey', 'England', 'England', 'England', 'Scotland', 'Wales', 'Ireland', 'Scotland', 'Wales', 'Scotland', 'Wales', 'Scotland', 'Wales', 'Ireland', 'Electron', 'Photon', 'Photon', 'Photon', 'Photon', 'Photon', 'Photon', 'Photon', 'Light', 'Light', 'Sun', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Germany', 'Austria', 'Austria', 'Austria', 'Austria', 'Austria', 'Austria', 'Germany', 'Nazi_Germany', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler', 'Nazi_Germany', 'Adolf_Hitler', 'Germany', 'Germany', 'Germany', 'Germany', 'Nazi_Germany', 'Nazi_Germany', 'Nazi_Germany', 'Nazi_Germany', 'Nazi_Germany', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Superman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Batman', 'Popular_culture', 'Mass_media', 'Mass_media', 'Mass_media', 'Book', 'Book', 'Folklore', 'Folklore', 'Folk_music', 'Folk_music', 'Folklore', 'Folklore', 'Folklore', 'Folk_music', 'Folk_music', 'Folklore', 'Folklore', 'Folklore', 'Folk_music', 'Folk_music', 'Music_of_Spain', 'Music_of_Spain', 'Portugal', 'Portugal', 'Citrus', 'Cultivar', 'Cultivar', 'Cultivar', 'Cultivar', 'Fruit', 'Banana', 'Banana']"
