start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Computer', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Culture', 'Clothing', 'Animal_rights', 'Ape', 'Sub-Saharan_Africa', 'Africa', 'Zimbabwe', 'Zulu', 'Zimbabwe', 'Zulu', 'Zimbabwe', 'Zulu', 'Zimbabwe', 'Africa', 'Hyena', 'Tiger', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Comet_Hyakutake', 'Great_comet', 'Comet', 'Middle_Ages', 'Picts', 'Celtic_mythology', 'Norse_mythology', 'Jomsvikings', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Honey', 'Bee', 'Honey', 'Bee', 'Beetle', 'Honey', 'Bee', 'Beekeeping', 'Bee', 'Beetle', 'Insect', 'Bee', 'Beetle', 'Insect', 'Plant', 'Bean']"
Batman,Wood,"['Batman', 'Bat', 'Vertebrate', 'Arthropod', 'Woodworking', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Tyrannosaurus', 'Carnivore', 'Fish', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Popular_culture', 'World_War_II', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Syria', 'Mediterranean_Sea', 'Sea', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Bat', 'Flower', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Binomial_nomenclature', 'Virus', 'Biotechnology', 'Engineering', 'Computer']"
Cat,Microsoft,"['Cat', 'Genetics', 'Science', 'Technology', 'Programming_language', 'Microsoft']"
Dog,Telephone,"['Dog', 'Cat', 'Binomial_nomenclature', 'Botany', 'Science', 'Technology', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Computer', 'Internet', 'Google']"
Dog,Venus,"['Dog', 'Mammal', 'Eocene', 'Asia', 'Earth', 'Venus']"
Computer,Fruit,"['Computer', 'Ancient_Greece', 'Tribe', 'Human', 'Animal', 'Plant', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Oxford', 'Dodo', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Prehistoric_man', 'Oceania', 'Emu', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Fossil_fuel', 'Fossil', 'Mars', 'Pluto']"
England,God,"['England', 'Bede', 'Christianity', 'God']"
Batman,Bible,"['Batman', 'Christian_Bale', 'William_Shakespeare', 'Church_of_England', 'Bible']"
Art,Mango,"['Art', 'Kitsch', 'Fashion', 'India', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Vincent_van_Gogh', 'Nazi_Germany', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Statistics', 'Blaise_Pascal', 'Benjamin_Franklin', 'Revolution', 'John_Locke', 'Chew_Magna', 'Bristol', 'Paul_Dirac', 'Albert_Einstein', 'Bob_Dylan', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Sub-Saharan_Africa', 'Geography_of_Africa', 'India', 'Indian_Ocean', 'Pacific_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Italian_Renaissance', 'Astronomy', 'Wave', 'Light', 'Rainbow']"
Electricity,God,"['Electricity', 'Ancient_Egypt', 'God']"
Calculus,Lemon,"['Calculus', 'Sphere', 'Geometry', 'Sanskrit', 'Vowel', 'Latin', 'Vowel', 'Latin', 'Pompeii', 'Barley', 'Borage', 'Lemon_balm', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'River_Thames', 'Belgium', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Ethanol', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Christian_Bale', 'Film', 'Technology', 'Chemistry', 'Medicine', 'Biology', 'Calcium', 'B_vitamins', 'Vitamin', 'Vitamin_D']"
George_W._Bush,Monkey,"['George_W._Bush', 'Sub-Saharan_Africa', 'Gorilla', 'Ape', 'Monkey']"
China,Moon,"['China', 'Moon_landing', 'Moon']"
Africa,England,"['Africa', 'United_Kingdom', 'England']"
Batman,Peanut,"['Batman', 'Popular_culture', 'Folk_music', 'Ethnic_group', 'Latin', 'Bologna', 'Cooperative', 'Maize', 'Soybean', 'Peanut']"
Batman,Coconut_crab,"['Batman', 'Prehistoric_man', 'Biology', 'Invertebrate', 'Crustacean', 'Krill', 'Coconut_crab']"
Computer,Russia,"['Computer', 'Berlin', 'Russia']"
Cat,Adolf_Hitler,"['Cat', 'Germany', 'Adolf_Hitler']"
Manchester,Water,"['Manchester', 'Edinburgh', 'Loch', 'Loch_Ness', 'North_Sea', 'Sea', 'Water']"
Achilles_tendon,Ivory,"['Achilles_tendon', 'Latin', 'Vulgar_Latin', 'Portuguese_language', 'Africa', 'Herbivore', 'Animal', 'Mammal', 'Clothing', 'Textile', 'Button', 'Jewellery', 'Ivory']"
Batman,Japan,"['Batman', 'Superman', 'London', 'Japan']"
Cat,University,"['Cat', 'Germany', 'University_of_Cambridge', 'University_of_Bristol', 'University']"
Jew,Telephone,"['Jew', 'English_language', 'British_Empire', 'Drum_and_bass', 'Radio', 'Telecommunication', 'Telephone']"
Batman,Albert_Einstein,"['Batman', 'Christian_Bale', 'William_Shakespeare', 'Sigmund_Freud', 'Albert_Einstein']"
Jesus,Adolf_Hitler,"['Jesus', 'Martin_Luther', 'Adolf_Hitler']"
Computer_programming,Fresh_water,"['Computer_programming', 'Mathematical_analysis', 'Physics', 'Gas', 'Oxygen', 'Water', 'Fresh_water']"
Antlion,Hip_hop_music,"['Antlion', 'Dune', 'Wave', 'Sound', 'Musical_instrument', 'Hip_hop_music']"
Brothers_Grimm,Windows_Vista,"['Brothers_Grimm', 'Principality', 'Liberal_democracy', 'Capitalism', 'Internet', 'Microsoft', 'Windows_Vista']"
God,Apple,"['God', 'Sanskrit', 'Gallium', 'Semiconductor', 'Glass', 'Glasses', 'Retina', 'Pigeon', 'Bird', 'Poultry', 'Feather', 'Bird', 'Galah', 'Parrot', 'Fruit', 'Apple']"
Jesus,God,"['Jesus', 'Christianity', 'God']"
Cat,Dog,"['Cat', 'Dog']"
California,Adolf_Hitler,"['California', 'Habsburg_Spain', 'Suleiman_the_Magnificent', 'Iraq', 'Nazism', 'Adolf_Hitler']"
AIDS,Jesus,"['AIDS', 'French_language', 'Franks', 'Constantine_I', 'Christianity', 'Jesus']"
Bird_migration,Hubble_Space_Telescope,"['Bird_migration', 'Radar', 'Speed_of_light', 'Andromeda_Galaxy', 'Hubble_Space_Telescope']"
England,Train,
Linux,Adolf_Hitler,"['Linux', 'Germany', 'Adolf_Hitler']"
God,Adolf_Hitler,"['God', 'Albrecht_D%C3%BCrer', 'Holy_Roman_Empire', 'Germany', 'Nazi_Germany', 'Adolf_Hitler']"
Automobile,Windows_XP,"['Automobile', 'American_English', 'United_States', 'Microsoft', 'Windows_XP']"
Canada,Pony,"['Canada', 'Beaver', 'Animal', 'Mammal', 'Horse', 'Pony']"
Apple,Banana,"['Apple', 'Banana']"
Acceleration,Mozilla_Firefox,"['Acceleration', 'Force', 'John_von_Neumann', 'Linus_Torvalds', 'GNU_Project', 'GNU', 'Unix', 'Internet', 'Mozilla_Firefox']"
Adolf_Hitler,Jesus,"['Adolf_Hitler', 'Muhammad_Ali', 'Muhammad', 'Jesus']"
Smog,Toy_Story,"['Smog', 'BBC', 'Acorn_Computers', 'Video', 'Film', 'Animation', 'Toy_Story']"
Bamako,Sun,"['Bamako', 'Sahara', 'Mediterranean_Sea', 'Sea', 'Sun']"
China,Afghanistan,"['China', 'Afghanistan']"
Earth,Odysseus,"['Earth', 'Ancient_Greece', 'Homer', 'Odysseus']"
Famine,Arctic,"['Famine', 'Norway', 'Arctic']"
Electricity,Anne_Frank,"['Electricity', 'Frankenstein', 'Franks', 'Dutch_language', 'Netherlands', 'Anne_Frank']"
Apple,Fruit,"['Apple', 'Fruit']"
Colombia,Meat,"['Colombia', 'Rice', 'Protein', 'Vertebrate', 'Mammal', 'Meat']"
Batman,Bill_Clinton,"['Batman', 'Christian_Bale', 'Sean_Connery', 'Harold_Wilson', 'Tony_Blair', 'Bill_Clinton']"
Computer,Baseball,"['Computer', 'Ancient_Greece', 'Tribe', 'Human', 'Animal', 'Sport', 'Hawk-Eye', 'Tennis', 'Baseball']"
Chemistry,Fidel_Castro,"['Chemistry', 'United_States_dollar', 'Richard_Nixon', 'Fidel_Castro']"
Dog,Beer,"['Dog', 'Cat', 'Animal', 'Sport', 'Leisure', 'Cricket', 'Pound_sterling', 'Copper', 'Aluminium', 'Metal', 'Coin', 'Money', 'Barley', 'Beer']"
Computer,Whale,"['Computer', 'Ishango_bone', 'Stone_Age', 'Red_Sea', 'Ocean', 'Whale']"
Bird,Thomas_Jefferson,"['Bird', 'Ancient_Greece', 'Aristotle', 'Thomas_Jefferson']"
Citrus,Physics,"['Citrus', 'Ultraviolet', 'Photon', 'Quantum_mechanics', 'Energy', 'Photon', 'Quantum_mechanics', 'Thermodynamics', 'Physics']"
God,Aztec,"['God', 'Hinduism', 'Mauritius', 'Ethnic_group', 'Tribe', 'Civilization', 'South_America', 'Spanish_conquest_of_the_Inca_Empire', 'Maya_civilization', 'Aztec']"
Human,Pluto,"['Human', 'Yeti', 'Svalbard', 'Glacier', 'Pluto']"
Continent,Gorilla,"['Continent', 'Sub-Saharan_Africa', 'Gorilla']"
Moon,Mars,"['Moon', 'Exploration_of_Mars', 'Mars']"
Cereal,Kurt_Cobain,
AIDS,Tour_de_France,"['AIDS', 'French_language', 'France', 'Agriculture', 'Harvest', 'Germany', 'France', 'World_Heritage_Site', 'Spain', 'France', 'Tour_de_France']"
Dodo,Film,"['Dodo', 'BBC', 'Top_of_the_Pops', 'Bohemian_Rhapsody', 'The_Magic_Flute', 'Opera', 'Cinema_of_the_United_States', 'Film']"
Mathematics,Juice,"['Mathematics', 'Medicine', 'Organism', 'Sunlight', 'Drinking_water', 'Water', 'Ethanol', 'Wine', 'Fruit', 'Citrus', 'Lemon', 'Juice']"
Dog,Sea,"['Dog', 'Walrus', 'Pacific_Ocean', 'Caspian_Sea', 'Sea']"
Video,China,"['Video', 'Asia', 'China']"
Brazil,Vitamin,"['Brazil', 'Cancer', 'Vitamin']"
David_Beckham,Great_white_shark,"['David_Beckham', 'Denmark', 'Orca', 'Great_white_shark']"
Christianity,Natalie_Portman,
Africa,Differential_equation,"['Africa', 'Fractal', 'Mathematics', 'Differential_equation']"
Pikachu,Jesus,"['Pikachu', 'Vincent_van_Gogh', 'Rembrandt', 'Bible', 'Jesus']"
Pikachu,Sun,"['Pikachu', 'Star_Trek', 'Star_Wars', 'Star_Wars_Episode_IV__A_New_Hope', 'Sahara', 'Desert', 'Sun']"
Harry_Potter,Kangaroo,"['Harry_Potter', 'Osaka', 'Australia', 'Kangaroo']"
Animal,Dog,"['Animal', 'Cat', 'Dog']"
Flower,George_H._W._Bush,"['Flower', 'Vincent_van_Gogh', 'Paul_C%C3%A9zanne', 'British_English', 'United_States', 'George_Washington', 'George_H._W._Bush']"
Archbishop_of_Canterbury,Neil_Armstrong,"['Archbishop_of_Canterbury', 'Thomas_Cranmer', 'Thomas_More', 'Noam_Chomsky', 'Muhammad', 'John_Milton', 'Mahatma_Gandhi', 'Wright_brothers', 'Neil_Armstrong']"
Dinosaur,China,"['Dinosaur', 'China']"
Dinosaur,George_W._Bush,"['Dinosaur', 'United_States', 'Benjamin_Franklin', 'George_Washington', 'George_H._W._Bush', 'George_W._Bush']"
Reptile,Jesus,"['Reptile', 'Greek_mythology', 'God', 'Jesus']"
Jesus,Microsoft,"['Jesus', 'Encyclop%C3%A6dia_Britannica', 'Microsoft']"
Volcano,Alphabet,"['Volcano', 'Latin', 'Latin_alphabet', 'Alphabet']"
China,Birth_control,"['China', 'Property', 'Cooperative', 'Property', 'Cooperative', 'Communism', 'Liberalism', 'Women%27s_rights', 'Birth_control']"
United_States,English_language,"['United_States', 'American_English', 'English_language']"
Forth,Anne_Frank,"['Forth', 'Star_Wars_Episode_IV__A_New_Hope', 'Brothers_Grimm', 'Nazi_Germany', 'Adolf_Hitler', 'Anne_Frank']"
Dog,Elementary_algebra,"['Dog', 'Binomial_nomenclature', 'Latin', 'Latin_alphabet', 'Alphabet', 'Venn_diagram', 'Prime_number', 'Arithmetic', 'Elementary_algebra']"
Agriculture,Sparrow,
15th_century,Windows_Vista,"['15th_century', 'Vienna', 'Microsoft', 'Windows_Vista']"
Colombia,Menthol,"['Colombia', 'Avocado', 'Vitamin', 'Fluorine', 'Fatty_acid', 'Ethanol', 'Menthol']"
Anaconda,Agnosticism,"['Anaconda', 'Biology', 'Science', 'Empiricism', 'Agnosticism']"
The_Godfather,Neptune,"['The_Godfather', 'Library_of_Congress', 'Himalayas', 'Continent', 'Solar_System', 'Neptune']"
Nintendo,Snow,"['Nintendo', 'Japan', 'Tsunami', 'Avalanche', 'Snow']"
Batman,Jesus,"['Batman', 'Christian_Bale', 'William_Shakespeare', 'Thomas_Cranmer', 'Christian_monasticism', 'Jesus']"
Computer_programming,The_Beatles,"['Computer_programming', 'Flute', 'Guitar', 'Paul_McCartney', 'The_Beatles']"
John_Dee,China,"['John_Dee', 'North_America', 'Asia', 'Taiwan', 'China']"
Citrus,Desert,"['Citrus', 'Himalayas', 'Drought', 'Desert']"
Sesame,Parthenon,"['Sesame', 'Mesopotamia', 'Ancient_Greece', 'Parthenon']"
Mario,Nintendo,"['Mario', 'Nintendo']"
Film,Ku_Klux_Klan,"['Film', 'Propaganda', 'Nationalism', 'Fascism', 'Ku_Klux_Klan']"
Bald_Eagle,Clock,"['Bald_Eagle', 'Binomial_nomenclature', 'Botany', 'Statistics', 'Geometry', 'Symmetry', 'Time', 'Watch', 'Clock']"
Ant,Avalanche,"['Ant', 'Woodpecker', 'Crustacean', 'Invasive_species', 'North_America', 'Glacier', 'Snow', 'Avalanche']"
Napoleonic_Wars,Superman,"['Napoleonic_Wars', 'Pride_and_Prejudice', 'The_Lord_of_the_Rings', 'Harry_Potter', 'Lord_Voldemort', 'Harry_Potter', 'James_Bond', 'Popular_culture_studies', 'Popular_culture', 'Comics', 'Superman']"
Aircraft,Solar_eclipse,"['Aircraft', 'Hot_air_balloon', 'Sphere', 'Astronomy', 'Solar_System', 'Solar_eclipse']"
Gregorian_chant,Inductance,"['Gregorian_chant', 'Christian_monasticism', 'Industrial_Revolution', 'Steel', 'Copper', 'Indium', 'Electronics', 'Alternating_current', 'Inductance']"
Achilles,Winston_Churchill,"['Achilles', 'Alexander_the_Great', 'Julius_Caesar', 'England', 'British_Empire', 'Winston_Churchill']"
England,Japan,"['England', 'Norway', 'Denmark', 'Japan']"
North_America,Canada,"['North_America', 'Canada']"
American_Civil_War,Kuwait_City,"['American_Civil_War', 'Southern_United_States', 'Middle_East', 'Kuwait', 'Kuwait_City']"
Mormon,Ice,"['Mormon', 'Tonga', 'Coconut', 'Butter', 'Coconut_oil', 'Coconut', 'Full_moon', 'Tide', 'Snow', 'Ice']"
Metal,Prague,"['Metal', 'Athens', 'Prague']"
Beer,Warsaw,"['Beer', 'Ukraine', 'Poland', 'Warsaw']"
Internet,Banana,"['Internet', 'Latin_America', 'Banana']"
Ocean,Love,"['Ocean', 'Water', 'Life', 'Nature', 'Mind', 'Philosophy_of_mind', 'Emotion', 'Love']"
Ant,Hurricane_Katrina,"['Ant', 'Colombia', 'Dominica', 'Hurricane_David', 'Hurricane_Katrina']"
Batman,Wikisource,"['Batman', 'Popular_culture', 'Internet', 'OpenOffice.org', 'GNOME', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'GNU_Project', 'GNU', 'TeX', 'Computer_science', 'Information', 'Writing', 'Publishing', 'Book', 'Wikisource']"
Dinosaur,Central_processing_unit,"['Dinosaur', 'Compsognathus', 'Animal', 'Mitochondrion', 'Genetic_code', 'Topology', 'Computer_science', 'Computer', 'Central_processing_unit']"
Chemistry,George_H._W._Bush,"['Chemistry', 'Robert_Boyle', 'Thomas_Jefferson', 'George_H._W._Bush']"
Geometry,Volleyball,"['Geometry', 'Sphere', 'Geometry', 'Sphere', 'Geometry', 'Sphere', 'Geometry', 'Sphere', 'Geometry', 'Sphere', 'Topology', 'Sphere', 'Geometry', 'Sphere', 'David_Hilbert', 'Mathematics', 'Chess', 'Olympic_Games', 'Volleyball']"
Music,Metal,"['Music', 'Musical_instrument', 'Brass_instrument', 'Copper', 'Gold', 'Metal']"
Cat,Pollution,"['Cat', 'Invasive_species', 'Pollution']"
Christianity,Coconut_crab,"['Christianity', 'Sub-Saharan_Africa', 'Banana', 'Papua_New_Guinea', 'Coconut_oil', 'Coconut', 'Coconut_crab']"
Bolivia,Pac-Man,"['Bolivia', 'Folk_music', 'Salsa_music', 'Jazz', 'Reggae', 'Drum_and_bass', 'Radio', 'Semiconductor', 'Electric_field', 'Chemistry', 'Magnet', 'Floppy_disk', 'Sony', 'Tokyo', 'Sumo', 'Japan', 'Cooperative', 'Board_game', 'Mancala', 'Board_game', 'Mancala', 'Board_game', 'Card_game', 'Game', 'Playing_card', 'Nintendo', 'Pac-Man']"
Computer,Batman,"['Computer', 'John_von_Neumann', 'Game_theory', 'Chess', 'Star_Trek', 'Star_Wars', 'Graphic_novel', 'Comics', 'Superman', 'Batman']"
Art,Double_bass,"['Art', 'Music', 'Musical_instrument', 'Double_bass']"
Thailand,Pigeon,
AT%26T,Vegetable,"['AT%26T', 'Harry_Potter', 'Latin', 'Bologna', 'Cooperative', 'Maize', 'Potato', 'Dill', 'Carrot', 'Celery', 'Vegetable']"
Jesus,Google,"['Jesus', 'Encyclop%C3%A6dia_Britannica', 'Microsoft', 'Google']"
David_Beckham,Frog,"['David_Beckham', 'Lego', 'Dice', 'Cricket', 'Ice_hockey', 'Water', 'Organism', 'Animal', 'Reptile', 'Animal', 'Reptile', 'Chordate', 'Reptile', 'Vertebrate', 'Frog']"
Bangladesh,Harry_S._Truman,"['Bangladesh', 'Gautama_Buddha', 'Buddha', 'Buddhism', 'Chicago', 'United_States', 'George_Washington', 'Harry_S._Truman']"
Internet,Cat,"['Internet', 'Radio', 'Wave', 'Matter', 'Animal', 'Cat']"
Weasel,Barium,"['Weasel', 'Eukaryote', 'Protein', 'Sodium', 'Barium']"
Judaism,Mozilla_Firefox,"['Judaism', 'Wikisource', 'Google', 'Microsoft', 'Open_source', 'Tim_Berners-Lee', 'Internet', 'Mozilla_Firefox']"
Fourteenth_Amendment_to_the_United_States_Constitution,Reptile,"['Fourteenth_Amendment_to_the_United_States_Constitution', 'California', 'Bobcat', 'Chordate', 'Reptile']"
Earless_seal,Citrus,"['Earless_seal', 'Temperate', 'Australia', 'Emu', 'Coccinellidae', 'Citrus']"
Universe,Screw,"['Universe', 'Carbon', 'Semiconductor', 'Metal', 'Steel', 'Screw']"
Judaism,Flute,"['Judaism', 'Pig', '16th_century', 'Watch', 'Crystal', 'Wave', 'Sound', 'Musical_instrument', 'Flute']"
Science,Super_Mario_Bros.,"['Science', 'Popular_culture', 'Game', 'SimCity', 'Nintendo', 'Mario', 'Super_Mario_Bros.']"
Euro,Microsoft,"['Euro', 'Sweden', 'Encyclop%C3%A6dia_Britannica', 'Microsoft']"
Chromium,Henry_I_of_England,"['Chromium', 'Nazi_Germany', 'British_Empire', 'William_III_of_England', 'Henry_II_of_England', 'Henry_I_of_England']"
Hydrogen,Gold,"['Hydrogen', 'Gold']"
Hydrogen,Parrot,"['Hydrogen', 'Organism', 'Animal', 'Bird', 'Parrot']"
Google,God,"['Google', 'Buffy_the_Vampire_Slayer', 'Popular_culture', 'Christianity', 'Deity', 'God']"
First_Macedonian_War,Love,"['First_Macedonian_War', 'Greece', 'Ethics', 'Mind', 'Emotion', 'Love']"
Kylie_Minogue,Sun,"['Kylie_Minogue', 'Ray_of_Light', 'Water', 'Sun']"
Colombia,6th_century,
Arnold_Schwarzenegger,Vegetable,"['Arnold_Schwarzenegger', 'Bean', 'Maize', 'Potato', 'Dill', 'Celery', 'Vegetable']"
Ice,Linux,"['Ice', 'Glaciology', 'Geology', 'Biology', 'Bioinformatics', 'Computer_programming', 'Computer', 'Linux']"
Scent_of_a_Woman,Firearm,"['Scent_of_a_Woman', 'Vietnam_War', 'AK-47', 'Firearm']"
Magma,Tiger_shark,"['Magma', 'Granite', 'Mosaic', 'Australia', 'Platypus', 'Reptile', 'Ichthyosaur', 'Shark', 'Tiger_shark']"
Wasp,United_Arab_Emirates,"['Wasp', 'Sumatra', 'Indonesia', 'United_Arab_Emirates']"
Aircraft,Yugoslavia,"['Aircraft', 'World_War_I', 'Bosnia_and_Herzegovina', 'Croatia', 'Greece', 'Yugoslavia']"
Weed,Jesus,"['Weed', 'Bible', 'Jesus']"
Meteorological_history_of_Hurricane_Katrina,Iraq_War,"['Meteorological_history_of_Hurricane_Katrina', 'Hurricane_Katrina', 'George_W._Bush', 'Iraq_War']"
Terrorism,Super_Mario_Bros.,"['Terrorism', 'Philippines', 'Ska', 'The_Beatles', 'Pel%C3%A9', 'FIFA', 'Football', 'Sport', 'Game', 'Game_theory', 'Chess', 'Star_Trek', 'Star_Wars', 'Nintendo_Entertainment_System', 'Super_Mario_Bros.']"
Black_Death,Rhodium,"['Black_Death', 'Bacteria', 'Palladium', 'Rhodium']"
Mario,God,"['Mario', 'William_Shakespeare', 'Church_of_England', 'Trinity', 'God']"
Linguistics,Rome,"['Linguistics', 'History', 'City', 'Rome']"
History,Nazi_Germany,"['History', 'German_language', 'Germany', 'Nazi_Germany']"
Seed,New_York_City,"['Seed', 'South_Africa', 'Pretoria', 'Cape_Town', 'Aachen', 'United_States', 'Wall_Street', 'New_York_City']"
Chicken,IPod,
ASCII,Milk,"['ASCII', 'Alphabet', 'Language', 'Vowel', 'Latin', 'Bologna', 'Cooperative', 'Maize', 'Soybean', 'Vegetable', 'Cereal', 'Tofu', 'Cheese', 'Butter', 'Milk']"
Solar_System,Babe_Ruth,"['Solar_System', 'Mars', 'Looney_Tunes', 'Michael_Jordan', 'Babe_Ruth']"
Batman,Sony,"['Batman', 'Popular_culture', 'Technology', 'Semiconductor', 'Electron', 'Electronics', 'Sony']"
Dill,New_moon,"['Dill', 'Plant', 'Earth', 'Lunar_eclipse', 'New_moon']"
Aristotle,Food,"['Aristotle', 'Fish', 'Invertebrate', 'Fish', 'Fishing', 'Protein', 'Vitamin', 'Meat', 'Salt', 'Food']"
Batman,Superman,"['Batman', 'Superman']"
Pyramid,Adolf_Hitler,"['Pyramid', 'Albrecht_D%C3%BCrer', 'German_language', 'Germany', 'Adolf_Hitler']"
Apollo,Skiing,"['Apollo', 'Olympic_Games', 'Ice_hockey', 'Skiing']"
Chocolate,Velociraptor,"['Chocolate', 'Maya_civilization', 'Quetzalcoatl', 'Pterosaur', 'Theropoda', 'Velociraptor']"
Alpaca,Nuclear_fission,"['Alpaca', 'DNA', 'Proton', 'Nuclear_fission']"
Dog,God,"['Dog', 'Christianity', 'God']"
Britney_Spears,Extraterrestrial_life,"['Britney_Spears', 'BBC', 'Doctor_Who', 'Earth', 'Planet', 'Extraterrestrial_life']"
Pluto,Wall_Street,"['Pluto', 'Walt_Disney', 'Chicago', 'United_States', 'British_Empire', 'Mercantilism', 'Supply_and_demand', 'Corporation', 'Capitalism', 'Supply_and_demand', 'Market', 'Capitalism', 'Supply_and_demand', 'Capitalism', 'Supply_and_demand', 'Market', 'United_States', 'Wall_Street']"
David_Beckham,Mao_Zedong,"['David_Beckham', 'Beijing', 'Mao_Zedong']"
AIDS,Flamingo,"['AIDS', 'Biology', 'Plant', 'Animal', 'Bird', 'Galah', 'Bird', 'Flamingo']"
Cat,Moon,"['Cat', 'Norse_mythology', 'Roman_mythology', 'Milky_Way', 'Comet', 'Moon']"
Alchemy,Michael_Jordan,"['Alchemy', 'John_Dee', 'James_Bond', 'John_F._Kennedy', 'Arnold_Schwarzenegger', 'Sean_Connery', 'Christian_Bale', 'Sean_Connery', 'Kevin_Spacey', 'Christian_Bale', 'Daniel_Day-Lewis', 'Christian_Bale', 'Sean_Connery', 'Arnold_Schwarzenegger', 'Sean_Connery', 'Charlie_Chaplin', 'Bruce_Lee', 'Muhammad_Ali', 'Michael_Jordan']"
Dove,Looney_Tunes,"['Dove', 'Penguin', 'Batman', 'Popular_culture', 'Comics', 'Animation', 'Looney_Tunes']"
Viking,ITunes,
Germany,Antarctica,"['Germany', 'Romania', 'Svalbard', 'Antarctica']"
Planet,Nuclear_power,"['Planet', 'Helium', 'Uranium', 'Nuclear_power']"
Velociraptor,Vampire,
Organization,Jurassic,"['Organization', 'Human', 'Jurassic']"
