start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Computer', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Culture', 'Clothing', 'Animal_rights', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Comet_Hyakutake', 'Comet', 'Middle_Ages', 'Picts', 'Scotland', 'Hebrides', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Honey', 'Chestnut', 'Soybean', 'Bean']"
Batman,Wood,"['Batman', 'Bat', 'Fungus', 'Plant', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Reptile', 'Ichthyosaur', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Christian_Bale', 'Nazi_Germany', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Syria', 'Mediterranean_Sea', 'Sea', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Popular_culture', 'Music', 'Latin', 'Pompeii', 'Barley', 'Maize', 'Sugarcane', 'Maize', 'Sugarcane', 'Sugar', 'Banana']"
Cat,Computer,"['Cat', 'Chordate', 'Brain', 'Computer_science', 'Computer']"
Cat,Microsoft,"['Cat', 'Roman_Empire', 'Internet', 'Microsoft']"
Dog,Telephone,"['Dog', 'Cat', 'Animal', 'Energy', 'Electricity', 'Radio', 'Telephone_exchange', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Computer', 'Internet', 'Google']"
Dog,Venus,"['Dog', 'Cheetah', 'Greek_mythology', 'Deity', 'Sun', 'Venus']"
Computer,Fruit,"['Computer', 'Abacus', 'Latin', 'Pompeii', 'Barley', 'Borage', 'Juniper_berry', 'Citrus', 'Lemon', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Aluminium', 'Fish', 'Bird', 'Biodiversity', 'Animal', 'Parrot']"
Batman,Penguin,"['Batman', 'Bat', 'Vertebrate', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Hydrogen', 'Star', 'Planet', 'Pluto']"
England,God,"['England', 'C._S._Lewis', 'Church_of_England', 'Trinity', 'God']"
Batman,Bible,"['Batman', 'Christian_Bale', 'William_Shakespeare', 'Church_of_England', 'Bible']"
Art,Mango,"['Art', 'Culture', 'Food', 'Citrus', 'Lemon', 'India', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Roman_mythology', 'Julius_Caesar', 'Benito_Mussolini', 'Nazism', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Albert_Einstein', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Sub-Saharan_Africa', 'Geography_of_Africa', 'India', 'Indian_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Renaissance', 'Raphael', 'Gold', 'Color', 'Rainbow']"
Electricity,God,"['Electricity', 'Isaac_Newton', 'Trinity', 'God']"
Calculus,Lemon,"['Calculus', 'Sphere', 'Geography', 'Botany', 'Fruit', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'River_Thames', 'Netherlands', 'Ethnic_group', 'Asia', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Volleyball', 'Water_polo', 'Sport', 'Ancient_Egypt', 'Genetics', 'Atom', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Popular_culture', 'Technology', 'Medicine', 'Biology', 'Medicine', 'Biotechnology', 'Genetics', 'Lipid', 'Vitamin', 'Vitamin_D']"
George_W._Bush,Monkey,"['George_W._Bush', 'James_Monroe', 'Liberia', 'Chimpanzee', 'Ape', 'Monkey']"
China,Moon,"['China', 'Mount_Everest', 'Mars', 'Moon']"
Africa,England,"['Africa', 'British_Isles', 'England']"
Batman,Peanut,"['Batman', 'Popular_culture', 'Folk_music', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'English_language', 'American_English', 'Maize', 'Bean', 'Peanut']"
Batman,Coconut_crab,"['Batman', 'Prehistoric_man', 'Oceania', 'Coconut', 'Coconut_crab']"
Computer,Russia,"['Computer', 'Switzerland', 'Russia']"
Cat,Adolf_Hitler,"['Cat', 'Germany', 'Adolf_Hitler']"
Manchester,Water,"['Manchester', 'Irish_Sea', 'Sea', 'Drinking_water', 'Water']"
Achilles_tendon,Ivory,"['Achilles_tendon', 'Latin', 'Vulgar_Latin', 'Pompeii', 'Wheat', 'Sugar', 'Ivory']"
Batman,Japan,"['Batman', 'Popular_culture', 'Asia', 'Japan']"
Cat,University,"['Cat', 'Ancient_Egypt', 'Library_of_Alexandria', 'Library', 'University_of_Texas_at_Austin', 'University_of_Chicago', 'Princeton_University', 'University_of_Chicago', 'University']"
Jew,Telephone,"['Jew', 'Afrikaans', 'Wikipedia', 'Marseille', 'Newspaper', 'Television', 'Telephone']"
Batman,Albert_Einstein,"['Batman', 'Christian_Bale', 'Film', 'Berlin', 'Albert_Einstein']"
Jesus,Adolf_Hitler,"['Jesus', 'Martin_Luther', 'Adolf_Hitler']"
Computer_programming,Fresh_water,"['Computer_programming', 'Flute', 'Silver', 'Seawater', 'Fresh_water']"
Antlion,Hip_hop_music,"['Antlion', 'Star_Wars', 'Popular_culture', 'Folk_music', 'Salsa_music', 'Hip_hop_music']"
Brothers_Grimm,Windows_Vista,"['Brothers_Grimm', 'John_Constable', 'Romanticism', 'Internet', 'Internet_Explorer', 'Windows_Vista']"
God,Apple,"['God', 'Agnosticism', 'Alphabet', 'Latin_alphabet', 'Alphabet', 'Language', 'Music', 'Musical_instrument', 'Greece', 'Almond', 'Chestnut', 'Plum', 'Fruit', 'Apple']"
Jesus,God,"['Jesus', 'Christianity', 'God']"
Cat,Dog,"['Cat', 'Mammal', 'Dog']"
California,Adolf_Hitler,"['California', 'Habsburg_Spain', 'Suleiman_the_Magnificent', 'Iraq', 'Fascism', 'Adolf_Hitler']"
AIDS,Jesus,"['AIDS', 'Cuba', 'Caracas', 'Spain', 'Judaism', 'Jesus']"
Bird_migration,Hubble_Space_Telescope,"['Bird_migration', 'Radar', 'Speed_of_light', 'Andromeda_Galaxy', 'Hubble_Space_Telescope']"
England,Train,
Linux,Adolf_Hitler,"['Linux', 'Germany', 'Adolf_Hitler']"
God,Adolf_Hitler,"['God', 'Jew', 'Adolf_Hitler']"
Automobile,Windows_XP,"['Automobile', 'British_English', 'English_language', 'United_Kingdom', 'Double-decker_bus', 'United_Kingdom', 'Salford', 'City', 'Electronics', 'Computer', 'Windows_XP']"
Canada,Pony,"['Canada', 'Beaver', 'Otter', 'Mammal', 'Horse', 'Pony']"
Apple,Banana,"['Apple', 'Banana']"
Acceleration,Mozilla_Firefox,"['Acceleration', 'Force', 'James_Clerk_Maxwell', 'Electrical_engineering', 'Computer', 'Linux', 'GNU_Project', 'GNOME', 'GNU_Project', 'GNOME', 'GNU', 'Unix', 'World_Wide_Web', 'Internet', 'Mozilla_Firefox']"
Adolf_Hitler,Jesus,"['Adolf_Hitler', 'Muhammad_Ali', 'Muhammad', 'Jesus']"
Smog,Toy_Story,"['Smog', 'BBC', 'Doctor_Who', 'Serenity_%28film%29', 'Toy_Story']"
Bamako,Sun,"['Bamako', 'Gold', 'Sun']"
China,Afghanistan,"['China', 'Afghanistan']"
Earth,Odysseus,"['Earth', 'Ancient_Greece', 'Homer', 'Odysseus']"
Famine,Arctic,"['Famine', 'Norway', 'Arctic']"
Electricity,Anne_Frank,"['Electricity', 'Frankenstein', 'Germany', 'Berlin_Wall', 'George_H._W._Bush', 'Mahatma_Gandhi', 'Anne_Frank']"
Apple,Fruit,"['Apple', 'Fruit']"
Colombia,Meat,"['Colombia', 'Avocado', 'Protein', 'Vertebrate', 'Mammal', 'Cat', 'Animal', 'Meat']"
Batman,Bill_Clinton,"['Batman', 'Christian_Bale', 'William_Shakespeare', 'Language', 'Noam_Chomsky', 'Benjamin_Franklin', 'George_Washington', 'Bill_Clinton']"
Computer,Baseball,"['Computer', 'Telephone', 'Sound', 'Musical_instrument', 'North_America', 'Baseball']"
Chemistry,Fidel_Castro,"['Chemistry', 'Robert_Boyle', 'Democracy', 'Communism', 'Fidel_Castro']"
Dog,Beer,
Computer,Whale,"['Computer', 'Ancient_Greece', 'Horn_of_Africa', 'Mammal', 'Whale']"
Bird,Thomas_Jefferson,"['Bird', 'Ancient_Egypt', 'Ancient_history', 'Cyrus_the_Great', 'Thomas_Jefferson']"
Citrus,Physics,"['Citrus', 'Ultraviolet', 'Electromagnetic_radiation', 'Physics']"
God,Aztec,"['God', 'Rama', 'India', 'Mongol_Empire', 'Inca_Empire', 'South_America', 'Spanish_conquest_of_the_Inca_Empire', 'Inca_Empire', 'South_America', 'Spanish_conquest_of_the_Inca_Empire', 'Inca_Empire', 'Maya_civilization', 'Aztec']"
Human,Pluto,"['Human', 'Earth', 'Kuiper_belt', 'Pluto']"
Continent,Gorilla,"['Continent', 'Sub-Saharan_Africa', 'Gorilla']"
Moon,Mars,"['Moon', 'Exploration_of_Mars', 'Mars']"
Cereal,Kurt_Cobain,
AIDS,Tour_de_France,"['AIDS', 'Portugal', 'France', 'Lille', 'France', 'Fencing', 'Paris', 'France', 'Vincent_van_Gogh', 'Impressionism', 'France', 'Tour_de_France']"
Dodo,Film,"['Dodo', 'BBC', 'Doctor_Who', 'Serenity_%28film%29', 'Star_Wars_Episode_IV__A_New_Hope', 'Toy_Story', 'Serenity_%28film%29', 'Star_Wars_Episode_IV__A_New_Hope', 'Toy_Story', 'Serenity_%28film%29', 'Toy_Story', 'Serenity_%28film%29', 'Star_Wars_Episode_IV__A_New_Hope', 'DVD', 'Video', 'Film']"
Mathematics,Juice,"['Mathematics', 'Medicine', 'Eye', 'Crystal', 'Liquid_crystal', 'Gas', 'Oxygen', 'Ethanol', 'Wine', 'Fruit', 'Citrus', 'Lemon', 'Juice']"
Dog,Sea,"['Dog', 'Walrus', 'Pacific_Ocean', 'Caspian_Sea', 'Sea']"
Video,China,"['Video', 'Asia', 'Taiwan', 'People%27s_Republic_of_China', 'Grand_Canal_of_China', 'China']"
Brazil,Vitamin,"['Brazil', 'Plant', 'Vitamin']"
David_Beckham,Great_white_shark,"['David_Beckham', 'Wayne_Rooney', 'Sweden', 'Viking', 'Whale', 'Shark', 'Great_white_shark']"
Christianity,Natalie_Portman,"['Christianity', 'Roman_Empire', 'Augustine_of_Hippo', 'Bob_Dylan', 'Christian_Bale', 'Sean_Connery', 'Diane_Keaton', 'Natalie_Portman']"
Africa,Differential_equation,"['Africa', 'Fractal', 'Mathematics', 'Ordinary_differential_equation', 'Differential_equation']"
Pikachu,Jesus,"['Pikachu', 'Vincent_van_Gogh', 'Rembrandt', 'Bible', 'Jesus']"
Pikachu,Sun,"['Pikachu', 'Star_Trek', 'Star_Wars', 'Star_Wars_Episode_IV__A_New_Hope', 'Sahara', 'Desert', 'Sun']"
Harry_Potter,Kangaroo,"['Harry_Potter', 'Arabic_language', 'Scots_language', 'Cyberpunk', 'Japan', 'Australia', 'Kangaroo']"
Animal,Dog,"['Animal', 'Dog']"
Flower,George_H._W._Bush,"['Flower', 'Charles_Darwin', 'Thomas_Hobbes', 'Martin_Luther', 'Andrew_Dickson_White', 'Theodore_Roosevelt', 'George_H._W._Bush']"
Archbishop_of_Canterbury,Neil_Armstrong,"['Archbishop_of_Canterbury', 'Augustine_of_Hippo', 'Eric_Clapton', 'Louis_Armstrong', 'Carl_Sagan', 'Moon', 'Neil_Armstrong']"
Dinosaur,China,"['Dinosaur', 'Beijing', 'People%27s_Republic_of_China', 'China']"
Dinosaur,George_W._Bush,"['Dinosaur', 'Penguin', 'United_States', 'George_Washington', 'George_H._W._Bush', 'George_W._Bush']"
Reptile,Jesus,"['Reptile', 'Greek_mythology', 'God', 'Christianity', 'Jesus']"
Jesus,Microsoft,"['Jesus', 'Ancient_history', 'Civilization', 'British_English', 'United_States', 'Microsoft']"
Volcano,Alphabet,"['Volcano', 'Latin', 'Latin_alphabet', 'Alphabet']"
China,Birth_control,"['China', 'Constitutional_monarchy', 'Socialism', 'Human_rights', 'Women%27s_rights', 'Birth_control']"
United_States,English_language,"['United_States', 'British_Empire', 'English_language']"
Forth,Anne_Frank,"['Forth', 'Star_Wars_Episode_IV__A_New_Hope', 'Brothers_Grimm', 'Folklore', 'World_War_II', 'Judaism', 'The_Holocaust', 'Nazi_Germany', 'The_Holocaust', 'Nazism', 'Judaism', 'Hebrew_calendar', 'Judaism', 'The_Holocaust', 'Nazi_Germany', 'The_Holocaust', 'Nazi_Germany', 'The_Holocaust', 'Nazism', 'Mahatma_Gandhi', 'Anne_Frank']"
Dog,Elementary_algebra,"['Dog', 'Genetics', 'Science', 'Calculus', 'Elementary_algebra']"
Agriculture,Sparrow,
15th_century,Windows_Vista,"['15th_century', '16th_century', '21st_century', 'IPod', 'Windows_2000', 'Windows_Vista']"
Colombia,Menthol,"['Colombia', 'Avocado', 'Vitamin', 'Citrus', 'Essential_oil', 'Menthol']"
Anaconda,Agnosticism,"['Anaconda', 'Biology', 'Science', 'Philosophy', 'Philosophy_of_mind', 'Existentialism', 'Agnosticism']"
The_Godfather,Neptune,"['The_Godfather', 'United_States', 'Moon', 'Neptune']"
Nintendo,Snow,"['Nintendo', 'Japan', 'Tsunami', 'Avalanche', 'Snow']"
Batman,Jesus,"['Batman', 'Christian_Bale', 'Sean_Connery', 'William_Shakespeare', 'Thomas_More', 'Christian_monasticism', 'Jesus']"
Computer_programming,The_Beatles,"['Computer_programming', 'Flute', 'Guitar', 'Paul_McCartney', 'The_Beatles']"
John_Dee,China,"['John_Dee', 'North_America', 'Asia', 'China']"
Citrus,Desert,"['Citrus', 'Himalayas', 'Drought', 'Desert']"
Sesame,Parthenon,"['Sesame', 'Mesopotamia', 'Ancient_Greece', 'Parthenon']"
Mario,Nintendo,"['Mario', 'Nintendo']"
Film,Ku_Klux_Klan,"['Film', 'Propaganda', 'Nationalism', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Tribe', 'Ethnic_group', 'Atlantic_slave_trade', 'Ku_Klux_Klan']"
Bald_Eagle,Clock,"['Bald_Eagle', 'Calcium', 'Calcium_chloride', 'Titanium', 'Watch', 'Clock']"
Ant,Avalanche,"['Ant', 'Invasive_species', 'Extinction', 'Ice_age', 'Glacier', 'Snow', 'Avalanche']"
Napoleonic_Wars,Superman,"['Napoleonic_Wars', 'England_expects_that_every_man_will_do_his_duty', 'James_Joyce', 'Quark', 'Photon', 'Light', 'Electron', 'Atom', 'Pyrite', 'Molybdenum', 'Titanium', 'Superconductivity', 'Electromagnetic_radiation', 'Light', 'Stephen_Hawking', 'Star_Trek', 'Star_Wars', 'Lego', 'Star_Wars', 'Graphic_novel', 'Comics', 'Superman']"
