start,end,path
Brain,Telephone,"['Brain', 'Information', 'Telecommunication', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Culture', 'Clothing', 'Animal_rights', 'Animal_law', 'Chimpanzee', 'Zambia', 'Zulu', 'Zimbabwe', 'Africa', 'Herbivore', 'Animal', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Saturn_V', 'Apollo_11', 'Oslo', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Irrigation', 'Peanut', 'Soybean', 'Bean']"
Batman,Wood,"['Batman', 'Prehistoric_man', 'Axe', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Reptile', 'Ichthyosaur', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Christian_Bale', 'Nazi_Germany', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Syria', 'Fertile_Crescent', 'Earth', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Bat', 'Flower', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Animal', 'Energy', 'Calculus', 'Computer_science', 'Computer']"
Cat,Microsoft,"['Cat', 'Genetics', 'Bioinformatics', 'Computer_science', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Animal', 'Fish', 'Aquarium', 'Electricity', 'Radio', 'Telephone_exchange', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Computer', 'Internet', 'Google']"
Dog,Venus,"['Dog', 'Earless_seal', 'Ocean', 'Moon', 'Venus']"
Computer,Fruit,"['Computer', 'Silicon', 'Rice', 'Sugarcane', 'Honey', 'Citrus', 'Lemon', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Oxford', 'Dodo', 'Bird', 'Galah', 'Parrot']"
Batman,Penguin,"['Batman', 'Bat', 'Animal', 'Bird', 'Turtle', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Ammonia', 'Pluto']"
England,God,"['England', 'Anglicanism', 'God']"
Batman,Bible,"['Batman', 'Christian_Bale', 'William_Shakespeare', 'Latin', 'Roman_Catholic_Church', 'Bible']"
Art,Mango,"['Art', 'Fashion', 'India', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Ancient_Greece', 'World_War_II', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Johannes_Kepler', 'Synthesizer', 'Duran_Duran', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Pompeii', 'Santorini', 'Continental_crust', 'Atlantic_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Italy', 'Citrus', 'Ultraviolet', 'Sunlight', 'Light', 'Rainbow']"
Electricity,God,"['Electricity', 'Force', 'Aristotle', 'Mahatma_Gandhi', 'Thomas_Aquinas', 'Trinity', 'God']"
Calculus,Lemon,"['Calculus', 'Sphere', 'Australia', 'Wombat', 'Herbivore', 'Fruit', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'River_Thames', 'Congo_River', 'Africa', 'Democratic_Republic_of_the_Congo', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Semiconductor', 'Phosphorus', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Prehistoric_man', 'Biology', 'Medicine', 'Biology', 'Plant', 'Vitamin', 'Vitamin_D']"
George_W._Bush,Monkey,"['George_W._Bush', 'Sub-Saharan_Africa', 'Gorilla', 'Ape', 'Monkey']"
China,Moon,"['China', 'Moon_landing', 'Moon']"
Africa,England,"['Africa', 'United_Kingdom', 'Great_Britain', 'England']"
Batman,Peanut,"['Batman', 'Popular_culture', 'Technology', 'Cheese', 'Almond', 'Peanut']"
Batman,Coconut_crab,
Computer,Russia,"['Computer', 'Switzerland', 'Russia']"
Cat,Adolf_Hitler,"['Cat', 'Germany', 'Adolf_Hitler']"
Manchester,Water,"['Manchester', 'Irish_Sea', 'Sea', 'Water']"
Achilles_tendon,Ivory,"['Achilles_tendon', 'Latin', 'Robinson_Crusoe', 'Sri_Lanka', 'Ebony', 'Ivory']"
Batman,Japan,"['Batman', 'Popular_culture', 'Asia', 'Japan']"
Cat,University,"['Cat', 'Anatomy', 'Science', 'Engineering', 'University']"
Jew,Telephone,"['Jew', 'Encyclop%C3%A6dia_Britannica', 'Wikisource', 'Google', 'Vodafone', 'Telephone']"
Batman,Albert_Einstein,"['Batman', 'Christian_Bale', 'Henry_James', 'George_Eliot', 'Baruch_Spinoza', 'Albert_Einstein']"
Jesus,Adolf_Hitler,"['Jesus', 'Augustine_of_Hippo', 'Muhammad', 'Nazism', 'Adolf_Hitler']"
Computer_programming,Fresh_water,"['Computer_programming', 'Statistics', 'Biology', 'Drinking_water', 'Fresh_water']"
Antlion,Hip_hop_music,"['Antlion', 'Star_Wars', 'Popular_culture', 'Music', 'Hip_hop_music']"
Brothers_Grimm,Windows_Vista,"['Brothers_Grimm', 'Folklore', 'Library_of_Congress', 'Mosaic', 'French_Revolution', 'Baroque', 'Neoclassicism', 'Visual_arts', 'Painting', 'Philosophy', 'Computer_science', 'Computer', 'Windows_Vista']"
God,Apple,"['God', 'Agnosticism', 'Alphabet', 'Latin_alphabet', 'Alphabet', 'Latin_alphabet', 'Alphabet', 'Language', 'Bee', 'Banana', 'Fruit', 'Apple']"
Jesus,God,"['Jesus', 'Christianity', 'God']"
Cat,Dog,"['Cat', 'Dog']"
California,Adolf_Hitler,"['California', 'Richard_Nixon', 'Adolf_Hitler']"
AIDS,Jesus,"['AIDS', 'French_language', 'Franks', 'Constantine_I', 'Christianity', 'Jesus']"
Bird_migration,Hubble_Space_Telescope,"['Bird_migration', 'Radar', 'Speed_of_light', 'Andromeda_Galaxy', 'Hubble_Space_Telescope']"
England,Train,
Linux,Adolf_Hitler,"['Linux', 'Germany', 'Adolf_Hitler']"
God,Adolf_Hitler,"['God', 'Judaism', 'World_War_II', 'Adolf_Hitler']"
Automobile,Windows_XP,"['Automobile', 'English_language', 'British_English', 'United_States', 'Electronics', 'Computer', 'Windows_XP']"
Canada,Pony,"['Canada', 'Beaver', 'Animal', 'Mammal', 'Horse', 'Pony']"
Apple,Banana,"['Apple', 'Banana']"
Acceleration,Mozilla_Firefox,"['Acceleration', 'Force', 'Physics', 'World_Wide_Web', 'Internet', 'Mozilla_Firefox']"
Adolf_Hitler,Jesus,"['Adolf_Hitler', 'Martin_Luther', 'Christianity', 'Jesus']"
Smog,Toy_Story,"['Smog', 'California', 'Animation', 'Toy_Story']"
Bamako,Sun,"['Bamako', 'Gold', 'Solar_System', 'Solar_eclipse', 'Sun']"
China,Afghanistan,"['China', 'Afghanistan']"
Earth,Odysseus,"['Earth', 'Norse_mythology', 'Greek_mythology', 'Odysseus']"
Famine,Arctic,"['Famine', 'Norway', 'Arctic']"
Electricity,Anne_Frank,"['Electricity', 'Frankenstein', 'Franks', 'Dutch_language', 'Netherlands', 'Anne_Frank']"
Apple,Fruit,"['Apple', 'Fruit']"
Colombia,Meat,"['Colombia', 'Avocado', 'Protein', 'Vertebrate', 'Mammal', 'Meat']"
Batman,Bill_Clinton,"['Batman', 'Christian_Bale', 'Sean_Connery', 'Harold_Wilson', 'Tony_Blair', 'Bill_Clinton']"
Computer,Baseball,"['Computer', 'History_of_computing_hardware', 'Computer', 'Telephone', 'Sound', 'Musical_instrument', 'Music_of_the_United_States', 'Music_of_Hungary', 'Guitar', 'Musical_instrument', 'Music_of_the_United_States', 'Bluegrass_music', 'Guitar', 'Musical_instrument', 'Guitar', 'Musical_instrument', 'Music_of_the_United_States', 'Music_of_the_Bahamas', 'Music_of_the_United_States', 'Bluegrass_music', 'United_States', 'American_English', 'United_States', 'American_football', 'Baseball']"
Chemistry,Fidel_Castro,"['Chemistry', 'University_of_Cambridge', 'Oliver_Cromwell', 'Philip_II_of_Spain', 'Spanish_Inquisition', 'Mexico', 'Cuba', 'Fidel_Castro']"
Dog,Beer,"['Dog', 'Cat', 'Animal', 'Fungus', 'Ethanol', 'Wine', 'Beer']"
Computer,Whale,"['Computer', 'Ancient_Greece', 'Tribe', 'Human', 'Animal', 'Mammal', 'Whale']"
Bird,Thomas_Jefferson,"['Bird', 'Samuel_Taylor_Coleridge', 'John_Constable', 'Thomas_Gainsborough', 'John_Constable', 'Thomas_Gainsborough', 'John_Constable', 'Thomas_Gainsborough', 'John_Constable', 'Thomas_Gainsborough', 'James_Bond', 'John_F._Kennedy', 'Thomas_Jefferson']"
Citrus,Physics,"['Citrus', 'Zinc', 'Semiconductor', 'Energy', 'Quantum_mechanics', 'Energy', 'Photon', 'Quantum_mechanics', 'Energy', 'Quantum_mechanics', 'Thermodynamics', 'Physics']"
God,Aztec,"['God', 'Taoism', 'China', 'Ethnic_group', 'Tribe', 'Civilization', 'South_America', 'Spanish_conquest_of_the_Inca_Empire', 'Inca_Empire', 'Maya_civilization', 'Aztec']"
Human,Pluto,"['Human', 'Earth', 'Pluto']"
Continent,Gorilla,"['Continent', 'Africa', 'Hyena', 'Africa', 'Hyena', 'Animal', 'Mammal', 'Bonobo', 'Gorilla']"
Moon,Mars,"['Moon', 'Exploration_of_Mars', 'Mars']"
Cereal,Kurt_Cobain,
AIDS,Tour_de_France,"['AIDS', 'French_language', 'France', 'Jersey', 'France', 'Fencing', 'Paris', 'TGV', 'Paris', 'France', 'French_language', 'French_Polynesia', 'France', 'Tour_de_France']"
Dodo,Film,"['Dodo', 'BBC', 'Top_of_the_Pops', 'Bohemian_Rhapsody', 'The_Magic_Flute', 'Opera', 'Cinema_of_the_United_States', 'Film']"
Mathematics,Juice,"['Mathematics', 'Medicine', 'Organism', 'Plant', 'Fruit', 'Citrus', 'Lemon', 'Juice']"
Dog,Sea,"['Dog', 'Sea_level_rise', 'North_Sea', 'Caspian_Sea', 'Sea']"
Video,China,"['Video', 'Asia', 'China']"
Brazil,Vitamin,"['Brazil', 'Plant', 'Vitamin']"
David_Beckham,Great_white_shark,"['David_Beckham', 'Shanghai', 'Bangkok', 'Sea_level_rise', 'Pelagic_zone', 'Shark', 'Great_white_shark']"
Christianity,Natalie_Portman,"['Christianity', 'Diego_Vel%C3%A1zquez', 'American_English', 'American_Civil_War', 'Cinema_of_the_United_States', 'Bette_Davis', 'Natalie_Portman']"
Africa,Differential_equation,"['Africa', 'Fractal', 'Mathematics', 'Ordinary_differential_equation', 'Differential_equation']"
Pikachu,Jesus,"['Pikachu', 'Vincent_van_Gogh', 'Henrik_Ibsen', 'William_Shakespeare', 'Thomas_Cranmer', 'St_Paul%27s_Cathedral', 'Church_of_England', 'Trinity', 'Jesus']"
Pikachu,Sun,"['Pikachu', 'Star_Trek', 'Star_Wars', 'Star_Wars_Episode_IV__A_New_Hope', 'Sahara', 'Vegetation', 'Desert', 'Sun']"
Harry_Potter,Kangaroo,"['Harry_Potter', 'Osaka', 'Australia', 'Kangaroo']"
Animal,Dog,"['Animal', 'Dog']"
Flower,George_H._W._Bush,"['Flower', 'Roman_mythology', 'Julius_Caesar', 'Roman_Empire', 'United_States', 'George_Washington', 'George_H._W._Bush']"
Archbishop_of_Canterbury,Neil_Armstrong,"['Archbishop_of_Canterbury', 'Augustine_of_Hippo', 'Robert_Owen', 'Albert_Einstein', 'Louis_Armstrong', 'Carl_Sagan', 'Louis_Armstrong', 'Alan_Turing', 'Louis_Armstrong', 'Carl_Sagan', 'Louis_Armstrong', 'Alan_Turing', 'Louis_Armstrong', 'Alan_Turing', 'Louis_Armstrong', 'Alan_Turing', 'Louis_Armstrong', 'Carl_Sagan', 'Louis_Armstrong', 'Tim_Berners-Lee', 'Louis_Armstrong', 'Wright_brothers', 'Neil_Armstrong']"
Dinosaur,China,"['Dinosaur', 'China']"
Dinosaur,George_W._Bush,"['Dinosaur', 'Charles_Darwin', 'Noam_Chomsky', 'Richard_Nixon', 'George_H._W._Bush', 'George_W._Bush']"
Reptile,Jesus,"['Reptile', 'Charles_Darwin', 'Church_of_England', 'Bible', 'Jesus']"
Jesus,Microsoft,"['Jesus', 'Encyclop%C3%A6dia_Britannica', 'Microsoft']"
Volcano,Alphabet,"['Volcano', 'Latin', 'Latin_alphabet', 'Alphabet']"
China,Birth_control,"['China', 'Property', 'Consumer_protection', 'Women%27s_rights', 'Birth_control']"
United_States,English_language,"['United_States', 'American_English', 'English_language']"
Forth,Anne_Frank,"['Forth', 'Star_Wars_Episode_IV__A_New_Hope', 'Brothers_Grimm', 'German_language', 'Germany', 'Martin_Luther', 'Frankfurt', 'Franks', 'Dutch_language', 'Netherlands', 'Anne_Frank']"
Dog,Elementary_algebra,"['Dog', 'Genetics', 'Matter', 'Calculus', 'Elementary_algebra']"
Agriculture,Sparrow,
15th_century,Windows_Vista,"['15th_century', 'Vienna', 'Microsoft', 'Windows_Vista']"
Colombia,Menthol,"['Colombia', 'Avocado', 'Vitamin', 'Citrus', 'Essential_oil', 'Menthol']"
Anaconda,Agnosticism,"['Anaconda', 'Biology', 'Biodiversity', 'Science', 'Philosophy', 'Philosophy_of_mind', 'Existentialism', 'Agnosticism']"
The_Godfather,Neptune,"['The_Godfather', 'California', 'Pacific_Ocean', 'Earth', 'Neptune']"
Nintendo,Snow,"['Nintendo', 'Osaka', 'Germany', 'Sweden', 'Ice_hockey', 'Snow']"
Batman,Jesus,"['Batman', 'Christian_Bale', 'Henry_James', 'William_Shakespeare', 'Thomas_Cranmer', 'Christian_monasticism', 'Jesus']"
Computer_programming,The_Beatles,"['Computer_programming', 'Flute', 'Guitar', 'Paul_McCartney', 'Sgt._Pepper%27s_Lonely_Hearts_Club_Band', 'The_Beatles']"
John_Dee,China,"['John_Dee', 'North_America', 'Asia', 'China']"
Citrus,Desert,"['Citrus', 'Papua_New_Guinea', 'Rainforest', 'Drought', 'Desert']"
Sesame,Parthenon,"['Sesame', 'Mesopotamia', 'Ancient_Greece', 'Parthenon']"
Mario,Nintendo,"['Mario', 'Nintendo']"
Film,Ku_Klux_Klan,"['Film', 'Propaganda', 'Nationalism', 'Fascism', 'Ku_Klux_Klan']"
Bald_Eagle,Clock,"['Bald_Eagle', 'Canada', 'Heard_Island_and_McDonald_Islands', 'Retreat_of_glaciers_since_1850', 'Glaciology', 'Ice', 'Absolute_zero', 'Thermodynamic_temperature', 'Time', 'Watch', 'Clock']"
Ant,Avalanche,"['Ant', 'Woodpecker', 'Extinction', 'Ice_age', 'Glacier', 'Snow', 'Avalanche']"
Napoleonic_Wars,Superman,
Aircraft,Solar_eclipse,"['Aircraft', 'Wind', 'Solar_System', 'Solar_eclipse']"
Gregorian_chant,Inductance,"['Gregorian_chant', 'Medieval_music', 'Musical_instrument', 'Electricity', 'Inductance']"
Achilles,Winston_Churchill,"['Achilles', 'Alexander_the_Great', 'Aristotle', 'Leo_Tolstoy', 'Mahatma_Gandhi', 'Winston_Churchill']"
England,Japan,"['England', 'France', 'Japan']"
North_America,Canada,"['North_America', 'Canada']"
American_Civil_War,Kuwait_City,"['American_Civil_War', 'Atlantic_Ocean', 'Middle_East', 'Kuwait', 'Kuwait_City']"
Mormon,Ice,"['Mormon', 'Tonga', 'Coconut', 'Butter', 'Coconut_oil', 'Coconut', 'Fatty_acid', 'Butter', 'Fatty_acid', 'Butter', 'Olive_oil', 'Grape_seed_oil', 'Butter', 'Olive_oil', 'Coconut_oil', 'Coconut', 'Ocean', 'Ice_sheet', 'Ice']"
Metal,Prague,"['Metal', 'Athens', 'Prague']"
Beer,Warsaw,"['Beer', 'Ukraine', 'Poland', 'Warsaw']"
Internet,Banana,"['Internet', 'Latin_America', 'Banana']"
Ocean,Love,"['Ocean', 'Life', 'Animal', 'Nature', 'Mind', 'Buddhism', 'Religion', 'Love']"
Ant,Hurricane_Katrina,"['Ant', 'South_America', 'Mediterranean_Sea', 'Tsunami', 'Tropical_cyclone', 'Hurricane_Katrina']"
Batman,Wikisource,"['Batman', 'Popular_culture', 'Internet', 'OpenOffice.org', 'X_Window_System', 'X_Window_System_protocols_and_architecture', 'Internet', 'OpenOffice.org', 'Microsoft_Windows', 'Architecture_of_Windows_NT', 'Microsoft', 'Open_source', 'Wikisource']"
Dinosaur,Central_processing_unit,"['Dinosaur', 'Photosynthesis', 'Energy', 'Mitochondrion', 'Animal', 'Mitochondrion', 'DNA', 'Computer_science', 'Computer', 'Central_processing_unit']"
Chemistry,George_H._W._Bush,"['Chemistry', 'Mysticism', 'Christianity', 'England', 'Thomas_Hobbes', 'Oligarchy', 'Jimmy_Carter', 'George_H._W._Bush']"
Geometry,Volleyball,"['Geometry', 'Sphere', 'Geometry', 'Sphere', 'Geometry', 'Game_theory', 'Chess', 'Olympic_Games', 'Volleyball']"
Music,Metal,"['Music', 'Brass_instrument', 'Copper', 'Titanium', 'Metal']"
Cat,Pollution,"['Cat', 'Invasive_species', 'Pollution']"
Christianity,Coconut_crab,"['Christianity', 'Idolatry', 'Pacific_Ocean', 'Fiji', 'Cook_Islands', 'Marshall_Islands', 'Coconut_crab']"
Bolivia,Pac-Man,
Computer,Batman,"['Computer', 'Telephone', 'Nikola_Tesla', 'Michael_Faraday', 'James_Clerk_Maxwell', 'Electrical_engineering', 'Radar', 'Radio', 'James_Clerk_Maxwell', 'Albert_Einstein', 'The_Beatles', 'The_Rolling_Stones', 'The_Beatles', 'Bruce_Lee', 'Arnold_Schwarzenegger', 'Sean_Connery', 'Christian_Bale', 'Batman']"
Art,Double_bass,"['Art', 'Music', 'Musical_instrument', 'Double_bass']"
Thailand,Pigeon,
AT%26T,Vegetable,"['AT%26T', 'Lego', 'Dice', 'Pompeii', 'Barley', 'Plant', 'Vegetable']"
Jesus,Google,"['Jesus', 'Encyclop%C3%A6dia_Britannica', 'World_Wide_Web', 'Google']"
David_Beckham,Frog,"['David_Beckham', 'Lego', 'Dice', 'Cricket', 'Baseball', 'Canada', 'Beaver', 'Frog']"
Bangladesh,Harry_S._Truman,"['Bangladesh', 'United_States', 'President_of_the_United_States', 'Harry_S._Truman']"
Internet,Cat,"['Internet', 'Radio', 'Electron', 'Atom', 'Carbon', 'Calcite', 'Cactus', 'Bee', 'Animal', 'Cat']"
Weasel,Barium,"['Weasel', 'Chordate', 'Calcite', 'Magnesium', 'Barium']"
Judaism,Mozilla_Firefox,"['Judaism', 'Wikisource', 'Google', 'Internet', 'Mozilla_Firefox']"
Fourteenth_Amendment_to_the_United_States_Constitution,Reptile,"['Fourteenth_Amendment_to_the_United_States_Constitution', 'Florida', 'Osprey', 'Turtle', 'Reptile']"
