start,end,path
Brain,Telephone,"['Brain', 'Computer_science', 'Speech_synthesis', 'Electronics', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Culture', 'Clothing', 'Animal_rights', 'Ape', 'Animal', 'Vertebrate', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Planet', 'Folklore', 'Norse_mythology', 'Jomsvikings', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Irrigation', 'Peanut', 'Soybean', 'Bean']"
Batman,Wood,"['Batman', 'Prehistoric_man', 'Axe', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Tuna', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Popular_culture', 'World_War_II', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Syria', 'Mediterranean_Sea', 'Sea', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Bat', 'Flower', 'Tree', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Anatomy', 'Bioinformatics', 'Computer_science', 'Computer']"
Cat,Microsoft,"['Cat', 'Genetics', 'Bioinformatics', 'Computer_science', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Cat', 'Animal', 'Fish', 'Aquarium', 'Computer', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Computer', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Cat', 'Norse_mythology', 'Roman_mythology', 'Venus']"
Computer,Fruit,"['Computer', 'Ancient_Greece', 'Tribe', 'Sanskrit', 'Hindi', 'Guyana', 'Rice', 'Sugarcane', 'Maize', 'Sugarcane', 'Vitamin', 'Citrus', 'Lemon', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Aluminium', 'Fish', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Bat', 'Vertebrate', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Fiberglass', 'Boat', 'River', 'Mars', 'Pluto']"
England,God,"['England', 'United_Kingdom', 'England', 'C._S._Lewis', 'Church_of_England', 'Trinity', 'Names_of_God_in_Judaism', 'God']"
Batman,Bible,"['Batman', 'Christian_Bale', 'William_Shakespeare', 'Thomas_Cranmer', 'Bede', 'Christianity', 'Bible']"
Art,Mango,"['Art', 'Kitsch', 'Music', 'Latin', 'Bologna', 'Glasgow', 'Armadillo', 'Florida', 'Coconut', 'Fruit', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Vincent_van_Gogh', 'Nazi_Germany', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Albert_Einstein', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Sub-Saharan_Africa', 'Geography_of_Africa', 'India', 'Indian_Ocean', 'Ocean']"
