start,end,path
Brain,Telephone,"['Brain', 'Information', 'Telecommunication', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Culture', 'Clothing', 'Animal_rights', 'Ape', 'Sub-Saharan_Africa', 'Gorilla', 'Animal', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Comet_Hyakutake', 'Great_comet', 'Gas', 'Flemish_people', 'Netherlands', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Irrigation', 'Peanut', 'Soybean', 'Bean']"
Batman,Wood,"['Batman', 'Bat', 'Fungus', 'Cereal', 'Bran', 'Seed', 'Fossil', 'Amber', 'Granite', 'Mineral', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Chordate', 'Fish', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Christian_Bale', 'Nazi_Germany', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Ancient_Egypt', 'Lion', 'Full_moon', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Popular_culture', 'Folk_music', 'Folklore', 'Culture', 'Food', 'Citrus', 'Lemon', 'Banana']"
Cat,Computer,"['Cat', 'Chordate', 'Brain', 'Computer_science', 'Computer']"
Cat,Microsoft,"['Cat', 'Animal', 'Cochineal', 'United_States', 'Microsoft']"
Dog,Telephone,"['Dog', 'Laika', 'International_Space_Station', 'Internet', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Computer', 'Internet', 'Google']"
Dog,Venus,"['Dog', 'Vitamin_D', 'Sunlight', 'Venus']"
Computer,Fruit,"['Computer', 'Ancient_Greece', 'Mediterranean_Sea', 'Sea', 'Fish', 'Plant', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Benzene', 'Bacteria', 'Animal', 'Parrot']"
Batman,Penguin,"['Batman', 'Bat', 'Animal', 'Bird', 'Turtle', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Fiberglass', 'Boat', 'Aircraft_carrier', 'Wright_brothers', 'Gravitation', 'Planet', 'Pluto']"
England,God,"['England', 'Great_Britain', 'Christianity', 'Deity', 'God']"
Batman,Bible,"['Batman', 'Christian_Bale', 'William_Shakespeare', 'Church_of_England', 'Bible']"
Art,Mango,"['Art', 'Painting', 'Indonesia', 'Nutmeg', 'Fruit', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Ancient_Greece', 'Alexander_the_Great', 'Augustus', 'Autocracy', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Albert_Einstein', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Sub-Saharan_Africa', 'Geography_of_Africa', 'Atlantic_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Renaissance', 'Raphael', 'Painting', 'Weather', 'Acid_rain', 'Rain', 'Rainbow']"
