start,end,path
Brain,Telephone,"['Brain', 'Information', 'Telecommunication', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Culture', 'Folklore', 'Culture', 'Agriculture', 'Alpaca', 'Okapi', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Venus', 'Planet', 'Folklore', 'Norse_mythology', 'Jomsvikings', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Irrigation', 'Peanut', 'Soybean', 'Bean']"
Batman,Wood,"['Batman', 'Prehistoric_man', 'Axe', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Therizinosaurus', 'Fish', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Prehistoric_man', 'Ancient_history', 'Germany', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Sorghum', 'Plant', 'Sunlight', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'World_War_II', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Bat', 'Flower', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Binomial_nomenclature', 'Virus', 'Biotechnology', 'Engineering', 'Computer']"
Cat,Microsoft,"['Cat', 'Germany', 'German_language', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Cat', 'Animal', 'Fish', 'Aquarium', 'Computer', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Computer', 'Internet', 'Google']"
Dog,Venus,"['Dog', 'Vertebrate', 'Tibet', 'Sun_Tzu', 'Qin_Shi_Huang', 'Yellow_River', 'Milky_Way', 'Greek_mythology', 'Athena', 'Greek_mythology', 'Apollo', 'Roman_mythology', 'Venus']"
Computer,Fruit,"['Computer', 'Ancient_Greece', 'Tribe', 'Human', 'Animal', 'Plant', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Aluminium', 'Fish', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Bat', 'Vertebrate', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Turtle', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Henry_Ford', 'Soybean', 'Plant', 'Universe', 'Planet', 'Pluto']"
England,God,"['England', 'Bede', 'Pope', 'Trinity', 'God']"
Batman,Bible,"['Batman', 'Christian_Bale', 'Film', 'Literature', 'Aristotle', 'Philosophy_of_mind', 'Francis_Bacon', 'John_Milton', 'Trinity', 'Bible']"
Art,Mango,"['Art', 'Fashion', 'India', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Ancient_Egypt', 'Nazi_Germany', 'Nazism', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Albert_Einstein', 'Bob_Dylan', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Pompeii', 'Santorini', 'Continental_crust', 'Atlantic_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Renaissance', 'Raphael', 'Gold', 'Color', 'Rainbow']"
Electricity,God,"['Electricity', 'Force', 'Logic', 'Buddhism', 'God']"
Calculus,Lemon,"['Calculus', 'Sphere', 'Geometry', 'Latin', 'Bologna', 'Cooperative', 'Maize', 'Vitamin', 'Citrus', 'Kaffir_lime', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'River_Thames', 'Congo_River', 'Africa', 'Asia', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Ethanol', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Popular_culture', 'Technology', 'Medicine', 'Biology', 'Mammal', 'DNA', 'Biology', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Calcium', 'B_vitamins', 'Vitamin', 'Vitamin_D']"
