start,end,path
Brain,Telephone,"['Brain', 'Information', 'Telecommunication', 'Telephone']"
Theatre,Zebra,"['Theatre', 'Culture', 'Clothing', 'Animal_rights', 'Ape', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Venus', 'Astronomy', 'Vertebrate', 'Mammal', 'Civilization', 'Ancient_history', 'Germany', 'Norway', 'Norse_mythology', 'Jomsvikings', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Irrigation', 'Plant', 'Bean']"
Batman,Wood,"['Batman', 'Prehistoric_man', 'Axe', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Turtle', 'Carnivore', 'Fish', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Popular_culture', 'World_War_II', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Sugar', 'Photosynthesis', 'Sunlight', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Bat', 'Flower', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Chordate', 'Brain', 'Computer_science', 'Computer']"
Cat,Microsoft,"['Cat', 'Virus', 'Biotechnology', 'Engineering', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Cat', 'Animal', 'Fish', 'Electric_field', 'Electricity', 'Radio', 'Alexander_Graham_Bell', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Computer', 'World_Wide_Web', 'Google']"
Dog,Venus,"['Dog', 'Cretaceous', 'Comet', 'Venus']"
Computer,Fruit,"['Computer', 'Ancient_Greece', 'Tribe', 'English_language', 'World_War_II', 'Music', 'Latin', 'Pompeii', 'Barley', 'Borage', 'Vanilla', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Oxford', 'Dodo', 'Bird', 'Galah', 'Parrot']"
Batman,Penguin,"['Batman', 'Prehistoric_man', 'Oceania', 'Kangaroo', 'Animal', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Biodiesel', 'Sweden', 'Rococo', 'Roman_Empire', 'NATO', 'Azerbaijan', 'Chromium', 'Plutonium', 'Uranus', 'Pluto']"
England,God,"['England', 'Christopher_Wren', 'St_Paul%27s_Cathedral', 'Church_of_England', 'Trinity', 'God']"
Batman,Bible,"['Batman', 'Christian_Bale', 'William_Shakespeare', 'Thomas_Cranmer', 'Book_of_Common_Prayer', 'Bible']"
Art,Mango,"['Art', 'Sculpture', 'India', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Ancient_Greece', 'World_War_II', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Albert_Einstein', 'The_Beatles', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Pompeii', 'Santorini', 'California', 'Pacific_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Italian_Renaissance', 'Medieval_music', 'Music', 'Music_of_the_United_States', 'Rocky_Mountains', 'Moss', 'Sunlight', 'Light', 'Rainbow']"
Electricity,God,"['Electricity', 'Isaac_Newton', 'Jesus', 'Christianity', 'Trinity', 'God']"
Calculus,Lemon,"['Calculus', 'Sphere', 'Topology', 'Geometry', 'Sphere', 'Astronomy', 'Hydrogen', 'Lithium', 'Avocado', 'Celery', 'Lemon_balm', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'Roman_Britain', 'Algeria', 'Thailand', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Ethanol', 'Hydrogen']"
Batman,Vitamin_D,"['Batman', 'Prehistoric_man', 'Biology', 'Medicine', 'Biology', 'Medicine', 'Biology', 'Calcium', 'B_vitamins', 'Vitamin', 'Vitamin_D']"
George_W._Bush,Monkey,"['George_W._Bush', 'Sub-Saharan_Africa', 'Gorilla', 'Ape', 'Monkey']"
China,Moon,"['China', 'Moon_landing', 'Moon']"
Africa,England,"['Africa', 'Encyclop%C3%A6dia_Britannica', 'United_Kingdom', 'England']"
Batman,Peanut,"['Batman', 'Popular_culture', 'Folk_music', 'Ethnic_group', 'Pitcairn_Islands', 'Avocado', 'Seed', 'Peanut']"
Batman,Coconut_crab,
Computer,Russia,"['Computer', 'Berlin', 'Russia']"
Cat,Adolf_Hitler,"['Cat', 'Germany', 'Adolf_Hitler']"
Manchester,Water,"['Manchester', 'Irish_Sea', 'Ocean', 'Water']"
Achilles_tendon,Ivory,"['Achilles_tendon', 'Latin', 'Vulgar_Latin', 'Latin', 'Vulgar_Latin', 'Latin', 'Roman_mythology', 'Capitoline_Triad', 'Greek_mythology', 'Ancient_Greece', 'Horn_of_Africa', 'Mammal', 'Elephant_shrew', 'Elephant', 'Ivory']"
Batman,Japan,"['Batman', 'Popular_culture', 'Asia', 'Japan']"
Cat,University,"['Cat', 'Anatomy', 'Biology', 'Science', 'Universe', 'University_of_Texas_at_Austin', 'University_of_Chicago', 'Princeton_University', 'University_of_Chicago', 'Princeton_University', 'University_of_Chicago', 'University']"
Jew,Telephone,"['Jew', 'English_language', 'Encyclop%C3%A6dia_Britannica', 'Rosetta_Stone', 'Typewriter', 'Thomas_Edison', 'Alexander_Graham_Bell', 'Telephone']"
Batman,Albert_Einstein,"['Batman', 'Christian_Bale', 'Daniel_Day-Lewis', 'Alexander_the_Great', 'Aristotle', 'Galileo_Galilei', 'Albert_Einstein']"
Jesus,Adolf_Hitler,"['Jesus', 'Christianity', 'Attila_the_Hun', 'Pope', 'Henry_I_of_England', 'Philip_II_of_Spain', 'Suleiman_the_Magnificent', 'Iraq', 'Nazism', 'Adolf_Hitler']"
Computer_programming,Fresh_water,"['Computer_programming', 'Statistics', 'Biology', 'Water', 'Fresh_water']"
Antlion,Hip_hop_music,"['Antlion', 'Star_Wars', 'Popular_culture', 'Music', 'Jazz', 'Hip_hop_music']"
Brothers_Grimm,Windows_Vista,"['Brothers_Grimm', 'Principality', 'Liberal_democracy', 'Industrial_Revolution', 'Internet', 'Internet_Explorer', 'Windows_Vista']"
