start,end,path
Brain,Telephone,"['Brain', 'Information', 'Communication', 'Internet', 'Telephone']"
Theatre,Zebra,"['Theatre', 'India', 'Tiger', 'Mammal', 'Zebra']"
Asteroid,Viking,"['Asteroid', 'Venus', 'Ancient_Egypt', 'Longship', 'Norse_mythology', 'Jomsvikings', 'Viking']"
Pyramid,Bean,"['Pyramid', 'Honey', 'Bee', 'Beetle', 'Honey', 'Bee', 'Plant', 'Bean']"
Batman,Wood,"['Batman', 'Prehistoric_man', 'Axe', 'Wood']"
Bird,Great_white_shark,"['Bird', 'Reptile', 'Ichthyosaur', 'Shark', 'Great_white_shark']"
Batman,The_Holocaust,"['Batman', 'Popular_culture', 'World_War_II', 'The_Holocaust']"
Beer,Sun,"['Beer', 'Ancient_Egypt', 'Lion', 'Full_moon', 'Sun']"
Bird,Adolf_Hitler,"['Bird', 'Germany', 'Adolf_Hitler']"
Batman,Banana,"['Batman', 'Prehistoric_man', 'Bread', 'Fruit', 'Banana']"
Cat,Computer,"['Cat', 'Animal', 'Calculus', 'Computer_science', 'Computer']"
Cat,Microsoft,"['Cat', 'Genetics', 'Bioinformatics', 'Computer_science', 'Computer', 'Microsoft_Windows', 'Microsoft']"
Dog,Telephone,"['Dog', 'Bobcat', 'Animal', 'Fish', 'Aquarium', 'Computer', 'Telephone']"
Aircraft,Google,"['Aircraft', 'Computer', 'Internet', 'Google']"
Dog,Venus,"['Dog', 'Earless_seal', 'Italy', 'Raphael', 'Gold', 'Pearl', 'Venezuela', 'Andes', 'Earth', 'Venus']"
Computer,Fruit,"['Computer', 'Abacus', 'Latin', 'Pompeii', 'Barley', 'Borage', 'Lemon_balm', 'Lemon', 'Fruit']"
Aluminium_chloride,Parrot,"['Aluminium_chloride', 'Aluminium', 'Fish', 'Bird', 'Parrot']"
Batman,Penguin,"['Batman', 'Bat', 'Vertebrate', 'Bird', 'Penguin']"
Automobile,Pluto,"['Automobile', 'Copenhagen', 'Atlantic_Ocean', 'Earth', 'Pluto']"
England,God,"['England', 'C._S._Lewis', 'Church_of_England', 'Trinity', 'God']"
Batman,Bible,"['Batman', 'Christian_Bale', 'William_Shakespeare', 'Thomas_Cranmer', 'Book_of_Common_Prayer', 'Bible']"
Art,Mango,"['Art', 'Fashion', 'India', 'Mango']"
Flower,Adolf_Hitler,"['Flower', 'Vincent_van_Gogh', 'Nazi_Germany', 'Adolf_Hitler']"
Calculus,Paul_McCartney,"['Calculus', 'Bertrand_Russell', 'Noam_Chomsky', 'Mahatma_Gandhi', 'Paul_McCartney']"
Achilles_tendon,Ocean,"['Achilles_tendon', 'Latin', 'Pompeii', 'Santorini', 'Continental_crust', 'Atlantic_Ocean', 'Pacific_Ocean', 'Ocean']"
14th_century,Rainbow,"['14th_century', 'Renaissance', 'Raphael', 'Gold', 'Neon', 'Indium', 'Pigment', 'Color', 'Rainbow']"
Electricity,God,"['Electricity', 'James_Clerk_Maxwell', 'Westminster_Abbey', 'Church_of_England', 'Trinity', 'God']"
Calculus,Lemon,"['Calculus', 'Sphere', 'Geometry', 'Sphere', 'Australia', 'Kangaroo', 'Animal', 'Plant', 'Fruit', 'Citrus', 'Lemon']"
Archbishop_of_Canterbury,Vietnam,"['Archbishop_of_Canterbury', 'Franks', 'Vietnam_War', 'Vietnam']"
Brazil,Hydrogen,"['Brazil', 'Uranium', 'Hydrogen']"
